UNITID,MDCOST_ALL,GRAD_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,MDEARN_PD,COUNT_NWNE_1YR,COUNT_WNE_1YR,PCTPELL,CDR2,CDR3,PELL_EVER,RPY_7YR_RT,GT_THRESHOLD_P11,COUNT_ED,AGE_ENTRY,FEMALE,MARRIED,DEPENDENT,VETERAN,FIRST_GEN,FAMINC,POVERTY_RATE,UNEMP_RATE
100654,NA,32750,14250,12000,NA,NA,NA,0.7356,NA,0.172,0.8717067583,0.4202657807,NA,NA,20.525773196,0.5276823215,0.0175639557,0.8671248568,NA,0.3886743887,30721.910653,NA,NA
100663,NA,20750,12537.5,12500,NA,NA,NA,0.346,NA,0.062,0.6301091178,0.6595565535,NA,NA,23.492139819,0.6286295543,0.1087479194,0.6769003144,0.0031440725,0.3429817605,51156.589051,NA,NA
100690,NA,22829,8481,7125,NA,NA,NA,0.6801,NA,0.122,0.9219653179,0.5521885522,NA,NA,33.89017341,0.6387283237,0.2630057803,0.1040462428,NA,0.5938697318,20279.248555,NA,NA
100706,NA,23250,15000,13500,NA,NA,NA,0.3072,NA,0.061,0.600949094,0.6496739775,NA,NA,23.718723037,0.4641932701,0.1363244176,0.6397756687,0.0077653149,0.3224018476,54853.902071,NA,NA
100724,NA,32500,13228,11250,NA,NA,NA,0.7347,NA,0.156,0.8892147279,0.3693125208,NA,NA,20.528185077,0.6184424894,0.0120560443,0.8546757902,NA,0.375,30283.781036,NA,NA
100751,NA,23250,15750,14804.5,NA,NA,NA,0.204,NA,0.063,0.494269341,0.7110834371,NA,NA,21.356528858,0.5860622186,0.0620139173,0.8471142038,0.0023536635,0.2342332729,90097.06928,NA,NA
100760,NA,14953,6239,5066,NA,NA,NA,0.5892,NA,0.219,0.8971471471,0.4530456853,NA,NA,23.96996997,0.6126126126,0.1043543544,0.6036036036,NA,0.5519031142,26666.024775,NA,NA
100812,NA,18332.5,11648,11716.5,NA,NA,NA,0.4088,NA,0.086,0.7389830508,0.6291512915,NA,NA,29.997175141,0.693220339,0.3610169492,0.2870056497,NA,0.4536702768,40716.822599,NA,NA
100830,NA,20500,9000,8250,NA,NA,NA,0.4192,NA,0.106,0.7400736799,0.5848660011,NA,NA,22.659844454,0.6672124437,0.0822758903,0.7151043799,0.005730659,0.3818181818,39535.012689,NA,NA
100858,NA,21500,17000,15500,NA,NA,NA,0.161,NA,0.045,0.4621743037,0.827863046,NA,NA,20.571967655,0.4938005391,0.027672956,0.8981132075,0.004492363,0.1831610044,91587.292543,NA,NA
100937,NA,27000,25958.5,19500,NA,NA,NA,0.192,NA,0.044,0.4487471526,0.8217054264,NA,NA,19.706150342,0.4396355353,NA,0.9726651481,NA,0.1939252336,91514.28246,NA,NA
101028,NA,8422,5500,4638,NA,NA,NA,0.6369,NA,0.11,0.9277912621,0.3808630394,NA,NA,25.413834951,0.6316747573,0.2020631068,0.4987864078,0.0078883495,0.4390243902,25585.939927,NA,NA
101073,NA,32500,10250,6500,NA,NA,NA,0.8667,NA,0.314,0.9630314233,NA,NA,NA,21.049907579,0.314232902,NA,0.8354898336,NA,0.5363247863,18224.981516,NA,NA
101116,NA,24667,6527,7519.5,NA,NA,NA,0.6845,NA,0.17,0.8307586974,0.4236473783,NA,NA,30.388206598,0.7520647011,0.2433565835,0.2257691814,0.0498095768,0.4837853313,27394.02867,NA,NA
101143,NA,7703,4696.5,5500,NA,NA,NA,0.4895,NA,0.232,0.8900634249,0.587431694,NA,NA,25.025369979,0.4975334743,0.1599718111,0.5525017618,0.0084566596,0.4490968801,27413.980268,NA,NA
101161,NA,10250,5500,4630.5,NA,NA,NA,0.4725,NA,0.162,0.8146051514,0.5300171527,NA,NA,24.303141806,0.6628927257,0.1310500991,0.6136427965,0.0056609114,0.4561847517,32024.159355,NA,NA
101189,NA,20320,14750,9500,NA,NA,NA,0.5812,NA,0.1,0.7992813142,0.53156708,NA,NA,28.229466119,0.6036960986,0.1575975359,0.4158110883,NA,0.4299344067,36613.042094,NA,NA
101240,NA,NA,NA,NA,NA,NA,NA,0.5734,NA,NA,NA,NA,NA,NA,24.773882559,0.6041484078,0.1618463336,0.4940111014,0.0081799591,0.5340136054,17667.861525,NA,NA
101277,NA,5500,NA,NA,NA,NA,NA,0.8224,NA,0,0.8684210526,NA,NA,NA,24.5,NA,0.2171052632,0.4802631579,NA,0.5503875969,25352.828947,NA,NA
101286,NA,NA,NA,NA,NA,NA,NA,0.5501,NA,NA,NA,NA,NA,NA,24.897120787,0.6551966292,0.1664325843,0.5214185393,0.0098314607,0.5257048093,18360.188904,NA,NA
101295,NA,10500,8000,5500,NA,NA,NA,0.5026,NA,0.186,0.8289473684,0.5359401955,NA,NA,24.602183651,0.6105823068,0.1718924972,0.5834266517,0.0039193729,0.5262832406,34101.077268,NA,NA
101301,NA,NA,NA,NA,NA,NA,NA,0.7645,NA,NA,NA,NA,NA,NA,23.498567335,0.611747851,0.0508595989,0.6353868195,NA,0.5037098104,14534.502149,NA,NA
101365,NA,22038,9500,9500,NA,NA,NA,0.6541,NA,0.116,0.8590533783,0.5283757339,NA,NA,31.393301547,0.8185835562,0.2411908361,0.1405977439,0.0224444703,0.5244024617,24314.756018,NA,NA
101435,NA,26484,21135,11500,NA,NA,NA,0.3982,NA,0.102,0.643537415,0.6994680851,NA,NA,24.257142857,0.4843537415,0.093877551,0.7020408163,NA,0.3197080292,59020.438095,NA,NA
101453,NA,NA,NA,NA,NA,NA,NA,0.6087,NA,0.173,NA,0.5306122449,NA,NA,29.361111111,NA,0.5,0.3055555556,NA,NA,22450.416667,NA,NA
101462,NA,NA,NA,NA,NA,NA,NA,0.5763,NA,NA,NA,NA,NA,NA,28.808630394,0.5637898687,0.169793621,0.308630394,NA,0.5913140312,15428.283302,NA,NA
101471,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101480,NA,22625,15000,12500,NA,NA,NA,0.4428,NA,0.096,0.691943128,0.6013605442,NA,NA,23.191350711,0.5847156398,0.1175947867,0.720971564,NA,0.40273363,47480.405806,NA,NA
101499,NA,NA,NA,NA,NA,NA,NA,0.5765,NA,NA,NA,NA,NA,NA,24.8033241,0.6440443213,0.1703601108,0.5609418283,NA,0.5482315113,18592.947368,NA,NA
101505,NA,8750,3721,3500,NA,NA,NA,0.3372,NA,0.16,0.8159737418,0.5692079941,NA,NA,24.926258206,0.6599562363,0.1547045952,0.5400437637,0.0035010941,0.4822347464,32722.36477,NA,NA
101514,NA,9890,5255,4750,NA,NA,NA,0.3933,NA,0.183,0.833182885,0.5657389635,NA,NA,24.880122766,0.6046217729,0.165372811,0.5410723957,0.0070409821,0.4871639377,32621.233075,NA,NA
101541,NA,25874.5,NA,NA,NA,NA,NA,0.4784,NA,0.132,0.8310810811,0.5769230769,NA,NA,25.793918919,NA,0.1283783784,0.4763513514,NA,0.4505928854,30574.344595,NA,NA
101569,NA,NA,NA,NA,NA,NA,NA,0.7153,NA,NA,NA,NA,NA,NA,24.984139265,0.5791102515,0.0676982592,0.564410058,0.0119922631,0.4373586612,15980.115667,NA,NA
101587,NA,22368,9500,8912,NA,NA,NA,0.5323,NA,0.078,0.7628099174,0.5613825983,NA,NA,22.37768595,0.558677686,0.0595041322,0.7801652893,NA,0.3825688073,38795.656198,NA,NA
101602,NA,NA,NA,NA,NA,NA,NA,0.5892,NA,NA,NA,NA,NA,NA,23.441760138,0.6289905091,0.1397756687,0.6531492666,NA,0.5215215215,19968.253667,NA,NA
101648,NA,11399.5,6500,5500,NA,NA,NA,0.378,NA,0.136,0.603406326,0.5698924731,NA,NA,19.763990268,0.1849148418,NA,0.9051094891,NA,0.2586666667,61521.289538,NA,NA
101675,NA,36789.5,14362,9500,NA,NA,NA,0.8452,NA,0.168,0.9275641026,0.2591006424,NA,NA,21.157692308,0.4570512821,0.0102564103,0.8352564103,NA,0.4218289086,23953.960897,NA,NA
101693,NA,27000,21858,16750,NA,NA,NA,0.4909,NA,0.062,0.6740467405,0.6098829649,NA,NA,23.488314883,0.6642066421,0.0971709717,0.7072570726,NA,0.35,53143.928659,NA,NA
101709,NA,23008,15000,12620.5,NA,NA,NA,0.3972,NA,0.103,0.6591276252,0.7102702703,NA,NA,21.60177706,0.6720516963,0.0581583199,0.8117932149,NA,0.3585237258,54023.865913,NA,NA
101736,NA,8625,4500,4000,NA,NA,NA,0.5278,NA,0.232,0.8969480777,0.5200729927,NA,NA,23.518826793,0.5826397146,0.1434799841,0.6175188268,0.004359889,0.5408947131,27271.917162,NA,NA
101879,NA,21221.5,12500,10358,NA,NA,NA,0.4051,NA,0.111,0.6789413119,0.6849237719,NA,NA,22.25508247,0.5945531262,0.082853855,0.7771384733,0.0038358266,0.3745928339,52660.907557,NA,NA
101897,NA,4500,3500,3049,NA,NA,NA,0.5893,NA,0.232,0.9328899637,0.5796545106,NA,NA,23.609431681,0.6106408706,0.1831922612,0.6100362757,NA,0.5928521374,26018.986094,NA,NA
101912,NA,27250,19564,18013.5,NA,NA,NA,0.5062,NA,0.125,0.7109111361,0.4529085873,NA,NA,22.168728909,0.5624296963,0.0461192351,0.8121484814,NA,0.1813664596,52958.615298,NA,NA
101949,NA,NA,NA,NA,NA,NA,NA,0.5841,NA,NA,NA,NA,NA,NA,22.243494424,0.6459107807,0.0789962825,0.7128252788,NA,0.5349087003,16877.234201,NA,NA
101958,NA,21035.5,NA,NA,NA,NA,NA,0.7857,NA,0.057,0.7669902913,0.5882352941,NA,NA,34,NA,0.3300970874,0.1165048544,NA,0.3225806452,36907.456311,NA,NA
101994,NA,NA,NA,NA,NA,NA,NA,0.5493,NA,NA,NA,NA,NA,NA,25.394607843,0.6960784314,0.1593137255,0.4240196078,NA,0.5520231214,15830.303922,NA,NA
102030,NA,NA,NA,NA,NA,NA,NA,0.6327,NA,NA,NA,NA,NA,NA,25.088515228,0.5818527919,0.0894670051,0.5317258883,0.0069796954,0.4764841943,14263.384518,NA,NA
102049,NA,23500,17125,16447.5,NA,NA,NA,0.1391,NA,0.007,0.3657754011,0.8444790047,NA,NA,21.709090909,0.6770053476,0.0556149733,0.8374331551,NA,0.1401557286,98791.458824,NA,NA
102058,NA,21050,5050,5050,NA,NA,NA,0.8247,NA,0.142,0.9587155963,NA,NA,NA,26.158256881,0.6353211009,0.0550458716,0.4518348624,NA,0.6172106825,10202.18578,NA,NA
102067,NA,NA,NA,NA,NA,NA,NA,0.4852,NA,NA,NA,NA,NA,NA,22.969802152,0.5904199931,0.0711558487,0.6327664006,0.0076362374,0.4854407659,17799.488372,NA,NA
102076,NA,5750,3500,3500,NA,NA,NA,0.5865,NA,0,0.8961748634,NA,NA,NA,23.990710383,0.6262295082,0.1644808743,0.6202185792,NA,0.5427652733,28516.172678,NA,NA
102094,NA,23500,12500,10250,NA,NA,NA,0.3906,NA,0.075,0.663485776,0.5989698308,NA,NA,22.459488657,0.5914656104,0.0862441484,0.7481094707,0.0032409075,0.3425349922,50713.799064,NA,NA
102234,NA,27000,21500,15000,NA,NA,NA,0.2307,NA,0.066,0.5808297568,0.6850961538,NA,NA,20.068669528,0.6180257511,NA,0.9413447783,NA,0.2844175492,74514.592275,NA,NA
102261,NA,24000,18650,19575,NA,NA,NA,0.6398,NA,0.048,0.735042735,0.694214876,NA,NA,32.948717949,0.4871794872,0.2307692308,0.3076923077,NA,0.4466019417,36033.094017,NA,NA
102270,NA,38209,18750,14125,NA,NA,NA,0.8436,NA,0.187,0.8714991763,0.3915343915,NA,NA,21.087314662,0.4546952224,NA,0.8747940692,NA,0.4,29620.128501,NA,NA
102298,NA,27745,16000,10008,NA,NA,NA,0.5747,NA,0.281,0.9363762102,0.3701923077,NA,NA,21.179806362,0.4370677732,NA,0.81604426,NA,0.4518760196,22879.961272,NA,NA
102313,NA,NA,NA,NA,NA,NA,NA,0.5337,NA,NA,NA,NA,NA,NA,26.436194896,0.5348027842,0.1287703016,0.4976798144,0.0208816705,0.4637883008,17091.825986,NA,NA
102368,NA,23750,12039,9500,NA,NA,NA,0.4537,NA,0.114,0.7531834191,0.5233122518,NA,NA,27.369683013,0.6496884313,0.200758602,0.4519100515,0.0058249797,0.4131498471,39706.009347,NA,NA
102377,NA,33000,24500,17500,NA,NA,NA,0.63,NA,0.128,0.7505755948,0.5719489982,NA,NA,19.73599386,0.6285495012,NA,0.926323868,NA,0.2381756757,50145.001535,NA,NA
102395,NA,25000,7650,6861.5,NA,NA,NA,0.4,NA,0.042,0.8214285714,0.6266666667,NA,NA,30.8125,0.1607142857,0.4464285714,0.1785714286,NA,0.47,33598.901786,NA,NA
102429,NA,NA,NA,NA,NA,NA,NA,0.5639,NA,NA,NA,NA,NA,NA,23.663010092,0.656867047,0.1426064063,0.5708644142,NA,0.5737538149,17770.17025,NA,NA
102553,NA,17500,8250,8005,NA,NA,NA,0.2385,NA,0.124,0.7084044773,0.7201931784,NA,NA,25.235249478,0.6008347562,0.1988237526,0.489660406,0.0098653007,0.4004055881,44845.563081,NA,NA
102580,NA,NA,NA,NA,NA,NA,NA,0.3571,NA,NA,NA,NA,NA,NA,21.9375,NA,NA,NA,NA,NA,51135.875,NA,NA
102614,NA,16500,7786.5,8250,NA,NA,NA,0.2263,NA,0.125,0.7051826678,0.6940766551,NA,NA,25.731096007,0.5900594732,0.2459643161,0.4498725573,0.0212404418,0.405651341,47398.870858,NA,NA
102632,NA,14594.5,8250,6732.5,NA,NA,NA,0.1769,NA,0.116,0.7380952381,0.6596638655,NA,NA,26.871428571,0.6761904762,0.2111111111,0.3920634921,NA,0.3688969259,39535.579365,NA,NA
102669,NA,23125,16750,14801,NA,NA,NA,0.3152,NA,0.077,0.6277372263,0.7295918367,NA,NA,26.839416058,0.6569343066,0.1897810219,0.4525547445,NA,NA,65329.80292,NA,NA
102711,NA,NA,5179,5950,NA,NA,NA,0.0737,NA,0.134,0.7951219512,0.6020408163,NA,NA,26.76097561,0.3853658537,0.1512195122,0.3707317073,NA,0.4659090909,32899.097561,NA,NA
102845,NA,13875,9509,9500,NA,NA,NA,0.8307,NA,0.133,0.8783982366,0.6112224449,NA,NA,28.647685525,0.7147318148,0.2646950771,0.255143277,0.0104702425,0.5477374441,25963.694159,NA,NA
103501,NA,8994,7703,6621,NA,NA,NA,0.7078,NA,0.208,0.8305519897,0.5443037975,NA,NA,27.202824134,0.8485237484,0.2195121951,0.2734274711,0.0128369705,0.4561403509,27436.418485,NA,NA
103644,NA,9500,9500,7481.5,NA,NA,NA,0.8291,NA,NA,0.9601533845,0.2953953084,NA,NA,30.667722574,0.7164054685,0.2072357452,0.1248749583,0.013837946,0.6098179304,11832.966822,NA,NA
103723,NA,47338,32858,36116.5,NA,NA,NA,0.7205,NA,0.237,0.8796296296,0.3949914627,NA,NA,25.087962963,0.6018518519,0.0462962963,0.4953703704,NA,0.4360465116,19965.717593,NA,NA
103732,NA,9588,7017,9489,NA,NA,NA,0.6349,NA,0.098,0.9125567322,0.4767353166,NA,NA,25.85688351,0.9419062027,0.1419062027,0.3791225416,0.0066565809,0.4921084581,19532.452648,NA,NA
103741,NA,9754,7252,8167,NA,NA,NA,0.7962,NA,0.11,0.8887775551,0.4233261339,NA,NA,26.007348029,0.9435537742,0.1315965264,0.3750835003,0.0106880428,0.573630137,21504.956246,NA,NA
103778,NA,8000,8000,8000,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,30.324786325,0.2991452991,0.2820512821,NA,NA,NA,29525.769231,NA,NA
103787,NA,18835,10250,9078,NA,NA,NA,0.75,NA,0.306,NA,NA,NA,NA,26.353846154,0.5692307692,NA,0.5538461538,NA,0.5272727273,20684.092308,NA,NA
103811,NA,6155.5,6231,5767,NA,NA,NA,0.4276,NA,0.086,0.6573146293,0.3709090909,NA,NA,36.688710755,0.1102204409,0.3366733467,0.0674682699,0.1142284569,0.5957446809,22930.922512,NA,NA
103893,NA,9500,9500,9500,NA,NA,NA,0.7287,NA,0.175,0.9008563273,0.4087387,NA,NA,26.680494767,0.8125594672,0.1794481446,0.3406279734,0.0108468126,0.5570566948,23004.502188,NA,NA
103909,NA,9500,9500,9500,NA,NA,NA,0.7123,NA,0.175,0.9008563273,0.4087387,NA,NA,26.680494767,0.8125594672,0.1794481446,0.3406279734,0.0108468126,0.5570566948,23004.502188,NA,NA
103927,NA,9500,9500,9500,NA,NA,NA,0.7434,NA,0.175,0.9008563273,0.4087387,NA,NA,26.680494767,0.8125594672,0.1794481446,0.3406279734,0.0108468126,0.5570566948,23004.502188,NA,NA
103945,NA,25450,16276.5,9500,NA,NA,NA,0.8732,NA,0.262,0.9566666667,0.2252475248,NA,NA,28.383333333,0.6875,0.1791666667,0.3225,0.02,0.576744186,17574.559167,NA,NA
103954,NA,5500,NA,NA,NA,NA,NA,0.6552,NA,0.078,NA,0.3636363636,NA,NA,28.728813559,NA,0.2881355932,NA,NA,0.5416666667,18266.254237,NA,NA
103963,NA,13000,9500,9500,NA,NA,NA,0.7919,NA,NA,0.9241706161,0.3157894737,NA,NA,28.791469194,0.0655608215,0.2235387046,0.2685624013,0.0339652449,0.5516129032,19196.943128,NA,NA
104090,NA,9500,9234,9500,NA,NA,NA,0.687,NA,0.12,0.9022270505,0.2403940887,NA,NA,28.698261814,0.7770233569,0.2118413905,0.2436175991,0.0078761543,0.5532298809,19190.712113,NA,NA
104151,NA,19874,14212,13681.5,NA,NA,NA,0.3192,NA,0.073,0.6384225131,0.7132851161,NA,NA,24.576393755,0.5347142417,0.1520026908,0.5830647196,0.0072876083,0.3625954198,58630.575525,NA,NA
104160,NA,5250,4185,3500,NA,NA,NA,0.5581,NA,0.27,0.9817137997,0.4693877551,NA,NA,23.394216458,0.5383797576,0.1671273655,0.619817138,0.0076546885,0.6309994353,24288.560493,NA,NA
104179,NA,18750,12500,12500,NA,NA,NA,0.3349,NA,0.06,0.640524918,0.796963382,NA,NA,21.27081706,0.546086549,0.0488986096,0.8226058428,0.0040618653,0.3052161456,69586.479456,NA,NA
104188,NA,49586,35000,31250,NA,NA,NA,0.4469,NA,0.198,0.8102189781,0.4797507788,NA,NA,24.583941606,0.5328467153,0.1167883212,0.5109489051,NA,NA,30498.160584,NA,NA
104346,NA,9481.5,4971,4750,NA,NA,NA,0.4708,NA,0.244,0.9250698501,0.4353146853,NA,NA,27.076200152,0.6162052324,0.2001524003,0.4556769114,0.0078740157,0.4847281613,26682.249428,NA,NA
104364,NA,21853,11382,9500,NA,NA,NA,0.8567,NA,0.181,0.9055355914,0.5413184773,NA,NA,28.467925682,0.6947778882,0.1729872314,0.2960853276,0.02114076,0.5090482574,21698.28217,NA,NA
104391,NA,7389,NA,NA,NA,NA,NA,0.7405,NA,0.192,NA,0.3969465649,NA,NA,27.222222222,0.7878787879,0.2424242424,0.3636363636,NA,0.5714285714,22205.737374,NA,NA
104425,NA,4500,3500,3250,NA,NA,NA,0.336,NA,0.096,0.9425521098,0.5458392102,NA,NA,24.941026945,0.5592272496,0.1957295374,0.5200813421,0.0132180986,0.5137111517,23799.64362,NA,NA
104434,NA,10050,7395,7222,NA,NA,NA,0.7381,NA,0.093,0.8727046374,0.5608308605,NA,NA,25.888577653,0.9399315282,0.1310301899,0.3728602552,0.0052910053,0.5205640423,23090.680361,NA,NA
104443,NA,10050,7395,7222,NA,NA,NA,0.7714,NA,0.093,0.8727046374,0.5608308605,NA,NA,25.888577653,0.9399315282,0.1310301899,0.3728602552,0.0052910053,0.5205640423,23090.680361,NA,NA
104504,NA,6589.5,6333,6333,NA,NA,NA,0.629,NA,0.09,0.8043912176,0.6100628931,NA,NA,29.654690619,0.7065868263,0.1516966068,0.3313373253,NA,0.495,23440.443114,NA,NA
104568,NA,10555,8551,9405,NA,NA,NA,0.6218,NA,0.185,0.808114962,0.5956521739,NA,NA,24.587489434,0.9509721048,0.1800507185,0.4809805579,NA,0.4898167006,33187.368555,NA,NA
104577,NA,NA,NA,NA,NA,NA,NA,0.1859,NA,NA,NA,NA,NA,NA,23.984486102,0.5746606335,0.1641887524,0.5132514544,NA,0.4223744292,20093.877828,NA,NA
104586,NA,23250,11000,9500,NA,NA,NA,0.2501,NA,0.034,0.7229583975,0.8068552775,NA,NA,26.269645609,0.1670261941,0.3633281972,0.4004622496,0.0181818182,0.3609210746,53892.437904,NA,NA
104665,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104708,NA,4550,3500,3500,NA,NA,NA,0.3824,NA,0.22,0.9169474727,0.5757696921,NA,NA,25.241922696,0.5455896928,0.1401387512,0.5226957384,0.0074331021,0.5537386094,23700.292567,NA,NA
104717,NA,18750,9500,6878,NA,NA,NA,0.5055,NA,0.103,0.7229721331,0.6095457159,NA,NA,31.790737564,0.7598876377,0.3462351157,0.2225371019,0.0092475203,0.4768803044,44012.201109,NA,NA
104911,NA,10556,6388,4750,NA,NA,NA,0.7185,NA,NA,0.8892733564,0.5776397516,NA,NA,27.349480969,0.9307958478,0.1591695502,0.339100346,NA,0.5175438596,19331.214533,NA,NA
105145,NA,6499.5,5500,5255,NA,NA,NA,0.327,NA,0.182,0.8642074312,0.5509288917,NA,NA,29.20716386,0.5741780273,0.1895215183,0.300454424,0.0120288693,0.5496778569,23638.085004,NA,NA
105154,NA,8000,3900,3500,NA,NA,NA,0.3423,NA,0.229,0.8659641339,0.556043956,NA,NA,25.9899242,0.5172860048,0.1487335922,0.4652431133,0.0108153078,0.4680897172,27344.478185,NA,NA
105163,NA,25729,12889,11601,NA,NA,NA,0.8191,NA,0.188,0.8696121687,0.4616727781,NA,NA,30.41408781,0.3000370245,0.2340563389,0.2136311746,0.0308537225,0.4966212927,24279.436364,NA,NA
105172,NA,25729,12889,11601,NA,NA,NA,0.7229,NA,0.188,0.8696121687,0.4616727781,NA,NA,30.41408781,0.3000370245,0.2340563389,0.2136311746,0.0308537225,0.4966212927,24279.436364,NA,NA
105206,NA,13187.5,7781.5,6000,NA,NA,NA,0.4731,NA,0.227,0.9453985029,0.3825503356,NA,NA,28.143989432,0.6186701893,0.226772347,0.3601937472,0.0066050198,0.5489989463,20982.516072,NA,NA
105215,NA,18000,15278.5,14875,NA,NA,NA,0.4898,NA,0.189,0.7855967599,0.6420396745,NA,NA,25.705986584,0.0403746361,0.1742817365,0.489178585,0.0340463233,0.5211921522,35833.761802,NA,NA
105297,NA,NA,NA,NA,NA,NA,NA,0.6092,NA,NA,NA,NA,NA,NA,24.324675325,0.6324675325,0.0545454545,0.5376623377,NA,0.4748784441,16912.876623,NA,NA
105330,NA,20500,12907,12000,NA,NA,NA,0.3662,NA,0.073,0.6404511392,0.6746964356,NA,NA,24.017031262,0.6108545909,0.126712588,0.6646733782,0.0050715313,0.3717641221,59243.182045,NA,NA
105349,NA,NA,NA,NA,NA,NA,NA,0.2861,NA,NA,NA,NA,NA,NA,27.594501718,0.6254295533,0.2416953036,0.3528064147,NA,0.4704264099,18158.066438,NA,NA
105367,NA,21665,11496.5,10500,NA,NA,NA,0.5246,NA,0.076,0.6873695198,0.6875,NA,NA,31.213987474,0.6346555324,0.3366388309,0.2630480167,0.0130480167,0.4348348348,46167.966075,NA,NA
105428,NA,10420,5500,4971.5,NA,NA,NA,0.4639,NA,0.248,0.9083730429,0.5069967707,NA,NA,27.435806671,0.6012253233,0.1417290674,0.4073519401,0.0072157931,0.5897992404,21162.495439,NA,NA
105482,NA,7600,7600,7600,NA,NA,NA,0.4765,NA,0.168,0.6983240223,0.579787234,NA,NA,31.346368715,0.7430167598,0.156424581,0.1843575419,NA,0.4246575342,26971.620112,NA,NA
105525,NA,6500,3750,3085,NA,NA,NA,0.3141,NA,0.213,0.9215892772,0.5342035291,NA,NA,25.800382958,0.5366203925,0.1440880804,0.500239349,0.0095739588,0.4829429156,24636.167066,NA,NA
105534,NA,8708,8312,9500,NA,NA,NA,0.503,NA,0.095,0.7891933562,0.5090600965,NA,NA,26.579788352,0.826967552,0.2129791856,0.3716448244,0.0086200855,0.5047651756,30310.954937,NA,NA
105543,NA,8708,8312,9500,NA,NA,NA,0.59,NA,0.095,0.7891933562,0.5090600965,NA,NA,26.579788352,0.826967552,0.2129791856,0.3716448244,0.0086200855,0.5047651756,30310.954937,NA,NA
105589,NA,24859,15000,15000,NA,NA,NA,0.455,NA,0.07,0.7666666667,0.7228144989,NA,NA,28.440740741,0.6703703704,0.137037037,0.4555555556,NA,0.262745098,48314.962963,NA,NA
105659,NA,11169.5,NA,NA,NA,NA,NA,0.6078,NA,0.112,0.864465682,0.4732673267,NA,NA,30.814074718,0.0208514335,0.2632493484,0.2085143354,0.0477845352,0.5397350993,26178.72285,NA,NA
105668,NA,6777,3500,3500,NA,NA,NA,0.1987,NA,0.299,0.873999746,0.4807197943,NA,NA,31.191540709,0.6658198908,0.2659723104,0.1628350057,0.0119395402,0.5072837633,24685.652483,NA,NA
105677,NA,NA,NA,NA,NA,NA,NA,0.4394,NA,0.048,0.7261904762,0.7380952381,NA,NA,26.428571429,NA,NA,0.4642857143,NA,NA,39736.821429,NA,NA
105701,NA,NA,NA,NA,NA,NA,NA,0.5378,NA,0.297,NA,0.375,NA,NA,28.16,NA,0.34,NA,NA,0.7,11678.48,NA,NA
105747,NA,8000,3500,3500,NA,NA,NA,0.2072,NA,0.163,0.8093850189,0.5776397516,NA,NA,26.097639172,0.528417371,0.0993879335,0.4951909064,0.008160886,0.4215784216,31304.246575,NA,NA
105792,NA,7827,4750,4750,NA,NA,NA,0.5068,NA,0.285,0.9361408353,0.4980842912,NA,NA,27.486020021,0.5964791163,0.1242664826,0.4490852606,0.0079392475,0.5742574257,21097.94408,NA,NA
105899,NA,22500,14250,9481,NA,NA,NA,0.3039,NA,0.059,0.6291390728,0.6761904762,NA,NA,22.768211921,0.3774834437,0.0860927152,0.7858719647,NA,0.3067915691,60614.384106,NA,NA
105987,NA,9499,9498,9499,NA,NA,NA,0.7164,NA,0.235,0.9455445545,0.3220140515,NA,NA,28.094059406,0.5313531353,0.1782178218,0.3184818482,NA,0.576754386,16697.927393,NA,NA
106041,NA,18500,12000,14000,NA,NA,NA,0.4913,NA,0.171,0.7618871757,0.6923455575,NA,NA,23.215123257,0.0337918936,0.127412058,0.6293047733,0.0252054289,0.5309547627,41548.265626,NA,NA
106102,NA,26148,17300,15180,NA,NA,NA,0.3053,NA,0.147,0.7058823529,0.4725725688,NA,NA,35.908088235,0.625,0.4779411765,0.0477941176,0.0919117647,0.5844155844,50890.727941,NA,NA
106111,NA,9832,6500,6276.5,NA,NA,NA,0.8259,NA,0.126,0.9131989597,0.4524886878,NA,NA,26.310793238,0.9236020806,0.133289987,0.3618335501,0.0091027308,0.549436796,21059.184655,NA,NA
106148,NA,8000,4500,4750,NA,NA,NA,0.3206,NA,0.232,0.9233728759,0.5410958904,NA,NA,29.144597627,0.5395960244,0.2327669125,0.3507534466,0.0205193972,0.4881656805,23161.29689,NA,NA
106245,NA,21000,10500,10000,NA,NA,NA,0.3941,NA,0.086,0.7594755662,0.5409476856,NA,NA,26.492967819,0.6290822408,0.1823599523,0.4762812872,0.0059594756,0.4139684239,37380.872467,NA,NA
106263,NA,12500,12500,12500,NA,NA,NA,0.3944,NA,0.011,0.5875912409,0.7630597015,NA,NA,28.171532847,0.802919708,0.2846715328,0.3156934307,NA,0.3916500994,43374.208029,NA,NA
106281,NA,16500,NA,NA,NA,NA,NA,0.9815,NA,0.192,NA,0.5,NA,NA,26.111111111,NA,NA,0.2444444444,NA,0.5882352941,9758.5777778,NA,NA
106306,NA,38000,14250,8250,NA,NA,NA,0.8306,NA,0.254,0.929964539,0.2485207101,NA,NA,22.178191489,0.2375886525,0.0265957447,0.7464539007,NA,0.4860515021,19926.153369,NA,NA
