UNITID,MDCOST_ALL,GRAD_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,MDEARN_PD,COUNT_NWNE_1YR,COUNT_WNE_1YR,PCTPELL,CDR2,CDR3,PELL_EVER,RPY_7YR_RT,GT_THRESHOLD_P11,COUNT_ED,AGE_ENTRY,FEMALE,MARRIED,DEPENDENT,VETERAN,FIRST_GEN,FAMINC,POVERTY_RATE,UNEMP_RATE
367130,NA,10955,8077.5,7000,NA,NA,NA,0.5635,NA,0.105,0.8896220756,0.5104477612,NA,NA,26.081583683,0.9307138572,0.1310737852,0.3605278944,0.0122975405,0.537037037,21662.09778,NA,NA
367158,NA,9500,9500,9063,NA,NA,NA,0.7667,NA,0.182,0.8711764706,0.3170731707,NA,NA,27.648823529,0.9435294118,0.1952941176,0.3194117647,0.0111764706,0.5531315975,24942.119412,NA,NA
367194,NA,25500,15250,14125,NA,NA,NA,0.3315,NA,0.081,0.5946843854,0.7067039106,NA,NA,21.684385382,0.2890365449,NA,0.8172757475,NA,0.2391304348,65826.594684,NA,NA
367334,NA,6365,6365,6365,NA,NA,NA,0.686,NA,0.13,0.8741721854,0.5553145336,NA,NA,34.003311258,0.0982339956,0.3134657837,0.0938189845,0.1589403974,0.5621301775,19001.912804,NA,NA
367361,NA,5735.5,3163,2781.5,NA,NA,NA,0.7556,NA,0.102,NA,NA,NA,NA,35.233014862,0.5865180467,0.516985138,0.1433121019,NA,0.7597276265,16359.241507,NA,NA
367398,NA,9500,9167,6671,NA,NA,NA,0.6261,NA,0.109,0.9303017425,0.3640256959,NA,NA,28.681682958,0.7658308542,0.1317467063,0.3081172971,0.0140246494,0.5737158105,17854.773056,NA,NA
367431,NA,8028,NA,NA,NA,NA,NA,0.2917,NA,0.175,0.8169014085,0.5027322404,NA,NA,25.014084507,0.9295774648,0.1338028169,0.485915493,NA,0.5847457627,29491.028169,NA,NA
367459,NA,15012.5,7500,5262,NA,NA,NA,0.3985,NA,0.179,0.8334975369,0.584,NA,NA,24.899014778,0.5768472906,0.1884236453,0.5374384236,0.0068965517,0.5319087496,35621.475862,NA,NA
367662,NA,NA,NA,NA,NA,NA,NA,0.5429,NA,NA,NA,NA,NA,NA,23.107142857,NA,NA,0.6071428571,NA,NA,11311.178571,NA,NA
367839,NA,NA,NA,NA,NA,NA,NA,0.0496,NA,NA,NA,NA,NA,NA,34.551319648,0.57771261,0.4838709677,0.2375366569,NA,0.6476190476,12918.85044,NA,NA
367875,NA,NA,NA,NA,NA,NA,NA,0.6808,NA,NA,NA,NA,NA,NA,32.312757202,0.646090535,0.1975308642,0.1728395062,NA,0.5474860335,12869.09465,NA,NA
367884,NA,24498,9500,8799,NA,NA,NA,0.6977,NA,0.094,0.8892272554,0.5371841155,NA,NA,31.901027788,0.6653977922,0.3540159878,0.2436239056,0.0220784164,0.6162377995,22120.892653,NA,NA
367909,NA,16500,7929.5,6334,NA,NA,NA,0.8018,NA,0.212,0.9514617243,0.2749749893,NA,NA,31.030243488,0.7369161732,0.2028092722,0.1213987945,0.0189320517,0.6017320723,11350.999841,NA,NA
367936,NA,24000,9500,9500,NA,NA,NA,0.7218,NA,0.132,0.8784921546,0.6686320755,NA,NA,29.934978951,0.6089169537,0.1985457329,0.2841561424,0.0500191351,0.5073408674,24016.6354,NA,NA
367954,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367972,NA,9500,9500,9500,NA,NA,NA,0.8446,NA,0.067,0.7955555556,0.5482233503,NA,NA,29.564444444,0.8977777778,0.2222222222,0.1511111111,NA,0.5555555556,30976.035556,NA,NA
367981,NA,8750,NA,NA,NA,NA,NA,0.5143,NA,0,0.8461538462,0.6126760563,NA,NA,26.009615385,NA,0.125,0.4326923077,NA,0.6808510638,28393.480769,NA,NA
368036,NA,NA,NA,NA,NA,NA,NA,0.3636,NA,0.053,0.6428571429,0.7191011236,NA,NA,34.285714286,0.8035714286,0.3928571429,0.1964285714,NA,NA,41805.125,NA,NA
368230,NA,9832,6500,6276.5,NA,NA,NA,0.6725,NA,0.126,0.9131989597,0.4524886878,NA,NA,26.310793238,0.9236020806,0.133289987,0.3618335501,0.0091027308,0.549436796,21059.184655,NA,NA
368364,NA,NA,NA,NA,NA,NA,NA,0.2702,NA,NA,NA,NA,NA,NA,27.839506173,0.6172839506,0.4197530864,0.1975308642,NA,0.6515151515,23989.111111,NA,NA
368407,NA,15609,NA,NA,NA,NA,NA,0.6264,NA,0.14,0.7933884298,0.5487804878,NA,NA,29.462809917,0.9090909091,0.2479338843,0.1900826446,NA,0.5142857143,26881.355372,NA,NA
368443,NA,21799,14564,9500,NA,NA,NA,0.7767,NA,0.25,0.9117028732,0.3589118961,NA,NA,28.625788367,0.7680448493,0.3335669236,0.2228451296,0.0280308339,0.5445887446,22161.437982,NA,NA
368452,NA,29500,18458.5,23750,NA,NA,NA,0.6259,NA,0.084,0.7313432836,0.4827586207,NA,NA,24.597014925,0.6069651741,0.1194029851,0.6417910448,NA,0.4777777778,46545.656716,NA,NA
368540,NA,9000,NA,NA,NA,NA,NA,0.6458,NA,0.093,0.8804347826,0.4333333333,NA,NA,24.826086957,NA,0.1847826087,0.4456521739,NA,0.5833333333,28696.847826,NA,NA
368601,NA,25729,12889,11601,NA,NA,NA,0.8125,NA,0.188,0.8696121687,0.4616727781,NA,NA,30.41408781,0.3000370245,0.2340563389,0.2136311746,0.0308537225,0.4966212927,24279.436364,NA,NA
368629,NA,8708,8312,9500,NA,NA,NA,0.3992,NA,0.095,0.7891933562,0.5090600965,NA,NA,26.579788352,0.826967552,0.2129791856,0.3716448244,0.0086200855,0.5047651756,30310.954937,NA,NA
368647,NA,NA,NA,NA,NA,NA,NA,0.6458,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,22917.633333,NA,NA
368771,NA,9500,9500,9500,NA,NA,NA,0.3233,NA,0.15,0.3886010363,0.6059479554,NA,NA,41.844559585,0.7150259067,0.2642487047,NA,NA,0.3588235294,35770.150259,NA,NA
368780,NA,7334,6735,6864.5,NA,NA,NA,0.7736,NA,0.08,0.9891936825,0.5828571429,NA,NA,39.722360765,0.6525353283,0.4829592685,0.1612635079,0.008312552,0.6571125265,7751.032419,NA,NA
368805,NA,9500,9340,9000,NA,NA,NA,0.7915,NA,NA,0.9291262136,0.3551318998,NA,NA,26.651456311,0.4414239482,0.1252427184,0.3770226537,0.0087378641,0.6168505517,19379.787379,NA,NA
368832,NA,NA,NA,NA,NA,NA,NA,0.0735,NA,NA,NA,NA,NA,NA,32.843137255,NA,0.3725490196,0.2156862745,NA,NA,17797.882353,NA,NA
368911,NA,5500,4500,5000,NA,NA,NA,0.7293,NA,0.292,NA,NA,NA,NA,25.799654577,0.7141623489,0.1917098446,0.4188255613,NA,0.5533049041,18233.135579,NA,NA
369002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369084,NA,25729,12889,11601,NA,NA,NA,0.7626,NA,0.188,0.8696121687,0.4616727781,NA,NA,30.41408781,0.3000370245,0.2340563389,0.2136311746,0.0308537225,0.4966212927,24279.436364,NA,NA
369109,NA,7546,7254,6499.5,NA,NA,NA,0.9298,NA,0.238,0.9137931034,0.5625,NA,NA,28.784482759,0.775862069,0.2413793103,0.3103448276,NA,0.625,22000.077586,NA,NA
369400,NA,18000,15278.5,14875,NA,NA,NA,0.4942,NA,0.189,0.7855967599,0.6420396745,NA,NA,25.705986584,0.0403746361,0.1742817365,0.489178585,0.0340463233,0.5211921522,35833.761802,NA,NA
369419,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.242,NA,0.5128205128,NA,NA,29.262678804,0.5461638492,0.1768530559,0.2834850455,NA,0.5149501661,17453.328999,NA,NA
369446,NA,NA,NA,NA,NA,NA,NA,0.6705,NA,NA,NA,NA,NA,NA,38.572916667,NA,0.6770833333,NA,NA,NA,12681.3125,NA,NA
369455,NA,NA,13460,13000,NA,NA,NA,0.3241,NA,0.045,0.5540540541,0.7009345794,NA,NA,29.736486486,0.6351351351,0.1283783784,0.3378378378,NA,0.4705882353,42210.040541,NA,NA
369516,NA,23388,15375,16110,NA,NA,NA,0.7773,NA,0.11,0.962962963,0.3682170543,NA,NA,30.491851852,0.6740740741,0.2755555556,0.1837037037,NA,0.6031434185,16458.072593,NA,NA
369659,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369668,NA,7621,9500,5500,NA,NA,NA,0.6025,NA,0.091,0.7492877493,0.7083333333,NA,NA,26.997150997,0.4643874644,0.1766381766,0.4444444444,NA,0.5238095238,36298.333333,NA,NA
369686,NA,NA,NA,NA,NA,NA,NA,0.9252,NA,NA,NA,NA,NA,NA,26.187007874,0.9133858268,0.1791338583,0.1811023622,NA,0.6268656716,11386.088583,NA,NA
369695,NA,NA,NA,NA,NA,NA,NA,0.6638,NA,0.342,NA,0.3777777778,NA,NA,34.692307692,0.8639053254,0.4970414201,0.1952662722,NA,0.8088235294,16876.928994,NA,NA
369783,NA,6333,5500,6333,NA,NA,NA,0.8204,NA,0.141,0.9388830348,0.3082287308,NA,NA,25.637513172,0.91886196,0.1591148577,0.4394099052,NA,0.6504201681,21899.449947,NA,NA
369792,NA,NA,NA,NA,NA,NA,NA,0.125,NA,0.05,NA,NA,NA,NA,26.076923077,NA,NA,NA,NA,NA,41723.461538,NA,NA
369862,NA,22857.5,12667,10158,NA,NA,NA,0.4731,NA,0.194,0.9276387378,0.4431693989,NA,NA,28.258433079,0.7569822271,0.1605005441,0.2841857091,0.0123322452,0.6068317286,18633.867791,NA,NA
369905,NA,23849,9345,6500,NA,NA,NA,0.7652,NA,0.213,0.9153156473,0.3092702612,NA,NA,29.373925325,0.7851879145,0.1710267747,0.2442888725,0.0137558339,0.5523732252,19726.189266,NA,NA
369950,NA,5481,5481,5481,NA,NA,NA,0.3832,NA,0.28,0.873015873,0.4285714286,NA,NA,34.768253968,0.1238095238,0.219047619,0.0793650794,0.0317460317,0.6666666667,18015.152381,NA,NA
371034,NA,NA,NA,NA,NA,NA,NA,0.7273,NA,NA,NA,NA,NA,NA,27.882352941,0.7058823529,NA,0.4117647059,NA,NA,16022.088235,NA,NA
371052,NA,11948.5,9500,9500,NA,NA,NA,0.7911,NA,0.095,0.9235395189,0.3183760684,NA,NA,27.447594502,0.8436426117,0.1958762887,0.2839347079,0.014604811,0.5379023884,19282.908505,NA,NA
371140,NA,NA,NA,NA,NA,NA,NA,0.931,NA,NA,NA,0.3225806452,NA,NA,28.170212766,NA,NA,NA,NA,0.5294117647,13028.106383,NA,NA
371265,NA,9500,9500,8023,NA,NA,NA,0.65,NA,NA,0.9082568807,0.3491549802,NA,NA,27.905045872,0.8233944954,0.1628440367,0.3160550459,0.0119266055,0.5763027295,19688.951376,NA,NA
371690,NA,NA,NA,NA,NA,NA,NA,0.3773,NA,NA,NA,NA,NA,NA,27.597852029,0.8377088305,0.1801909308,0.3007159905,NA,0.6912521441,19234.28043,NA,NA
371760,NA,11685,9500,9149,NA,NA,NA,0.88,NA,NA,0.8842230534,0.5771028037,NA,NA,27.956420719,0.7032188598,0.1842343874,0.3518077751,0.0162643092,0.5344215756,23238.486229,NA,NA
371779,NA,11685,9500,9149,NA,NA,NA,0.7694,NA,NA,0.8842230534,0.5771028037,NA,NA,27.956420719,0.7032188598,0.1842343874,0.3518077751,0.0162643092,0.5344215756,23238.486229,NA,NA
371830,NA,9833,NA,NA,NA,NA,NA,0.6543,NA,0.333,NA,NA,NA,NA,24.424242424,0.2878787879,NA,0.4848484848,NA,0.5,27112.090909,NA,NA
371928,NA,14166,15513,10421,NA,NA,NA,0.6312,NA,0.102,0.8342245989,0.6861313869,NA,NA,27.786096257,0.5561497326,0.1443850267,0.3262032086,NA,0.5068493151,27191.566845,NA,NA
371964,NA,8023,7600,8867,NA,NA,NA,0.8258,NA,0.273,0.8788355625,0.4088335221,NA,NA,29.468135327,0.4287962234,0.2265932337,0.256490952,0.012588513,0.5256410256,23175.365067,NA,NA
371982,NA,9500,9500,9500,NA,NA,NA,0.7021,NA,NA,0.9165186501,0.4644160584,NA,NA,25.829484902,0.7779751332,0.1669626998,0.4458259325,NA,0.6171875,20959.175844,NA,NA
372000,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,32.688311688,NA,0.3376623377,0.1818181818,NA,NA,18226.272727,NA,NA
372028,NA,8142,7980,8428,NA,NA,NA,0.9753,NA,0.064,0.9444933921,0.5170807453,NA,NA,25.916299559,0.8123348018,0.1859030837,0.4414096916,NA,0.6549707602,21066.902203,NA,NA
372037,NA,9500,9340,9000,NA,NA,NA,0.7786,NA,NA,0.9291262136,0.3551318998,NA,NA,26.651456311,0.4414239482,0.1252427184,0.3770226537,0.0087378641,0.6168505517,19379.787379,NA,NA
372073,NA,20000,19000,19050.5,NA,NA,NA,0.7623,NA,0.137,0.9537444934,0.487654321,NA,NA,28.535242291,0.6255506608,0.1431718062,0.295154185,0.0286343612,0.5565217391,20183.687225,NA,NA
372082,NA,NA,NA,NA,NA,NA,NA,0.5424,NA,NA,NA,NA,NA,NA,27.166123779,0.6188925081,0.1465798046,0.3941368078,NA,0.7647058824,17160.413681,NA,NA
372240,NA,NA,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA,25.942028986,NA,NA,0.1884057971,NA,0.4736842105,5908.115942,NA,NA
372329,NA,18122,13080,11608,NA,NA,NA,0.6279,NA,0.161,0.8748353096,0.5287539936,NA,NA,27.542160738,0.8768115942,0.2727272727,0.3050065876,0.0092226614,0.5296474359,27741.108696,NA,NA
372356,NA,13728,NA,NA,NA,NA,NA,0.5578,NA,0.036,0.6981132075,0.7523809524,NA,NA,24.905660377,NA,0.1981132075,0.4622641509,NA,NA,44085.056604,NA,NA
372462,NA,5001,NA,NA,NA,NA,NA,0.636,NA,0.226,NA,0.3274336283,NA,NA,28.190045249,0.9411764706,0.2036199095,0.2624434389,NA,0.4792899408,13990.547511,NA,NA
372578,NA,25729,12889,11601,NA,NA,NA,0.6766,NA,0.188,0.8696121687,0.4616727781,NA,NA,30.41408781,0.3000370245,0.2340563389,0.2136311746,0.0308537225,0.4966212927,24279.436364,NA,NA
372718,NA,6000,5091.5,3973,NA,NA,NA,0.5247,NA,0.062,0.8673469388,0.4074074074,NA,NA,27.965306122,0.593877551,0.2183673469,0.3142857143,0.0673469388,0.4379746835,27240.04898,NA,NA
372772,NA,13140,9500,9500,NA,NA,NA,0.4685,NA,0.089,0.8479338843,0.3921052632,NA,NA,29.421487603,0.7669421488,0.2314049587,0.2247933884,0.0165289256,0.4759036145,23570.933884,NA,NA
372921,NA,12778.5,9892,9944,NA,NA,NA,0.59,NA,0.103,0.9221147038,0.3358642251,NA,NA,28.156006608,0.7554873731,0.1708756195,0.2709464244,0.0212414444,0.5540813383,20811.116828,NA,NA
372958,NA,9500,9500,9500,NA,NA,NA,0.8101,NA,0.092,0.9201737307,0.2947414936,NA,NA,27.512056313,0.7896510409,0.1732814138,0.2835854426,0.0080125805,0.5735140772,18201.66452,NA,NA
373058,NA,20841,12999,13291,NA,NA,NA,0.2845,NA,0.199,0.9509033778,0.4207746479,NA,NA,29.509819324,0.5200314218,0.172427337,0.190494894,0.0192458759,0.5342538502,15517.059701,NA,NA
373085,NA,21853,11382,9500,NA,NA,NA,0.8764,NA,0.181,0.9055355914,0.5413184773,NA,NA,28.467925682,0.6947778882,0.1729872314,0.2960853276,0.02114076,0.5090482574,21698.28217,NA,NA
373216,NA,13833,NA,NA,NA,NA,NA,0.4194,NA,0.063,0.7316176471,0.628458498,NA,NA,24.511029412,0.9522058824,0.0808823529,0.5073529412,NA,0.4935064935,40388.540441,NA,NA
373456,NA,NA,NA,NA,NA,NA,NA,0.7222,NA,NA,NA,NA,NA,NA,27.636363636,NA,NA,NA,NA,NA,12010.409091,NA,NA
373526,NA,6333,6333,6333,NA,NA,NA,0.8501,NA,0.084,0.9164524422,0.3391089109,NA,NA,32.645244216,0.1311053985,0.2082262211,0.1015424165,0.0141388175,0.6188870152,18419.760925,NA,NA
373605,NA,9833,NA,NA,NA,NA,NA,0.95,NA,0.066,0.7671232877,NA,NA,NA,23.96803653,0.9497716895,0.1232876712,0.4840182648,NA,0.4536082474,30653.452055,NA,NA
373678,NA,NA,NA,NA,NA,NA,NA,0.3561,NA,NA,0.9452736318,NA,NA,NA,26.099502488,0.4577114428,0.0995024876,0.4278606965,NA,0.4807692308,21191.278607,NA,NA
373696,NA,7739,7142.5,7213,NA,NA,NA,0.5286,NA,0.225,0.8448979592,0.443438914,NA,NA,25.824489796,0.5224489796,0.0775510204,0.4081632653,NA,0.5,23355.542857,NA,NA
373711,NA,9500,NA,NA,NA,NA,NA,0.2911,NA,0.078,0.6489361702,0.6129032258,NA,NA,31.776595745,NA,0.329787234,0.1489361702,NA,0.4404761905,40040.882979,NA,NA
373784,NA,6333,8493,6333,NA,NA,NA,0.6514,NA,0.185,0.9502005348,0.330352152,NA,NA,30.409759358,0.4598930481,0.1493983957,0.2252673797,0.0060160428,0.6484727091,16523.845922,NA,NA
373827,NA,27000,15381,14500,NA,NA,NA,NA,NA,0.089,0.6036036036,0.665158371,NA,NA,20.756756757,0.1801801802,NA,0.9009009009,NA,NA,56749.801802,NA,NA
373890,NA,10700,9500,9500,NA,NA,NA,0.6472,NA,NA,0.8881578947,0.3363399003,NA,NA,28.716282895,0.8223684211,0.1891447368,0.2508223684,0.0131578947,0.5765199161,19825.868421,NA,NA
374024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374316,NA,6079.5,NA,NA,NA,NA,NA,0.7904,NA,0.104,NA,NA,NA,NA,26.152439024,0.6768292683,0.0914634146,0.4329268293,NA,0.4925373134,11870.115854,NA,NA
374343,NA,12500,NA,NA,NA,NA,NA,0.7123,NA,0,0.9083969466,NA,NA,NA,24.671755725,NA,0.2595419847,0.4045801527,NA,0.5294117647,23520.038168,NA,NA
374440,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,26.24,NA,0.48,NA,NA,NA,21836.76,NA,NA
374574,NA,9500,8491.5,7916,NA,NA,NA,0.7568,NA,0.166,0.8686202422,0.3308720113,NA,NA,26.963343426,0.7359429066,0.1557093426,0.3717560554,0.0121107266,0.5608295604,24170.706747,NA,NA
374592,NA,5500,NA,NA,NA,NA,NA,0.3721,NA,0.095,0.8484848485,0.75,NA,NA,28.868686869,0.8888888889,0.1313131313,0.2727272727,NA,0.5753424658,28581.525253,NA,NA
374875,NA,9500,9416,9482.5,NA,NA,NA,0.6732,NA,0.165,0.8869908016,0.3459915612,NA,NA,27.868593955,0.7831800263,0.2135348226,0.3377135348,0.0124835742,0.5191347754,25281.979632,NA,NA
374927,NA,6333,NA,NA,NA,NA,NA,0.5596,NA,0.093,0.8378378378,0.5067567568,NA,NA,26.531531532,NA,0.2072072072,0.4234234234,NA,0.5505617978,29040.738739,NA,NA
374972,NA,23849,9345,6500,NA,NA,NA,0.6754,NA,0.213,0.9153156473,0.3092702612,NA,NA,29.373925325,0.7851879145,0.1710267747,0.2442888725,0.0137558339,0.5523732252,19726.189266,NA,NA
374990,NA,9500,NA,NA,NA,NA,NA,0.6759,NA,0.064,0.9162303665,0.4474885845,NA,NA,25.963350785,0.9162303665,0.2356020942,0.3612565445,0.0732984293,0.5043478261,20514.680628,NA,NA
375106,NA,6365,6365,6365,NA,NA,NA,0.5947,NA,0.13,0.8741721854,0.5553145336,NA,NA,34.003311258,0.0982339956,0.3134657837,0.0938189845,0.1589403974,0.5621301775,19001.912804,NA,NA
375230,NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,21.230769231,NA,NA,NA,NA,0.5,10021.307692,NA,NA
375300,NA,9500,9500,9500,NA,NA,NA,0.8159,NA,0.064,0.9359129383,0.3391761613,NA,NA,27.211608222,0.9286577993,0.0979443773,0.238210399,0.0169286578,0.5903814262,15856.73156,NA,NA
375319,NA,9500,9500,9500,NA,NA,NA,0.8493,NA,0.064,0.9359129383,0.3391761613,NA,NA,27.211608222,0.9286577993,0.0979443773,0.238210399,0.0169286578,0.5903814262,15856.73156,NA,NA
375373,NA,9500,9500,7229,NA,NA,NA,0.5909,NA,0.2,0.8803418803,0.5732484076,NA,NA,30.435897436,0.735042735,0.358974359,0.2008547009,NA,0.5492957746,26212.226496,NA,NA
375407,NA,6334,6546,3958,NA,NA,NA,0.8208,NA,0.093,0.8015873016,0.2407407407,NA,NA,31.182539683,0.6111111111,0.3174603175,0.253968254,NA,0.6216216216,23247.666667,NA,NA
375416,NA,9500,9500,9500,NA,NA,NA,0.7922,NA,0.092,0.9201737307,0.2947414936,NA,NA,27.512056313,0.7896510409,0.1732814138,0.2835854426,0.0080125805,0.5735140772,18201.66452,NA,NA
375489,NA,21853,11382,9500,NA,NA,NA,0.7679,NA,0.181,0.9055355914,0.5413184773,NA,NA,28.467925682,0.6947778882,0.1729872314,0.2960853276,0.02114076,0.5090482574,21698.28217,NA,NA
375540,NA,11625,NA,NA,NA,NA,NA,0.8494,NA,0.156,0.9,NA,NA,NA,28.928571429,NA,0.1714285714,0.2214285714,NA,0.5950413223,18388.178571,NA,NA
375568,NA,NA,NA,NA,NA,NA,NA,0.2222,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,14925.933333,NA,NA
375647,NA,18835,NA,NA,NA,NA,NA,0.619,NA,0.194,NA,0.2469635628,NA,NA,30.174757282,0.8640776699,0.2233009709,0.145631068,NA,0.5747126437,8968.6407767,NA,NA
375656,NA,NA,NA,NA,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,28.037037037,NA,0.3148148148,NA,NA,0.641025641,20390,NA,NA
375683,NA,NA,NA,NA,NA,NA,NA,0.2125,NA,NA,NA,NA,NA,NA,27.671586716,0.4354243542,0.2287822878,0.3247232472,NA,0.5339366516,16334.01845,NA,NA
375692,NA,NA,NA,NA,NA,NA,NA,0.1176,NA,NA,NA,NA,NA,NA,27.737338045,0.5889281508,0.2532391048,0.320376914,NA,0.6048850575,15916,NA,NA
375708,NA,NA,NA,NA,NA,NA,NA,0.9194,NA,NA,NA,NA,NA,NA,27.737338045,0.5889281508,0.2532391048,0.320376914,NA,0.6048850575,15916,NA,NA
375717,NA,NA,NA,NA,NA,NA,NA,0.2609,NA,NA,NA,NA,NA,NA,27.737338045,0.5889281508,0.2532391048,0.320376914,NA,0.6048850575,15916,NA,NA
375726,NA,NA,NA,NA,NA,NA,NA,0.1055,NA,NA,NA,NA,NA,NA,27.737338045,0.5889281508,0.2532391048,0.320376914,NA,0.6048850575,15916,NA,NA
375735,NA,NA,NA,NA,NA,NA,NA,0.2382,NA,NA,NA,NA,NA,NA,27.737338045,0.5889281508,0.2532391048,0.320376914,NA,0.6048850575,15916,NA,NA
375744,NA,NA,NA,NA,NA,NA,NA,0.2226,NA,NA,NA,NA,NA,NA,27.737338045,0.5889281508,0.2532391048,0.320376914,NA,0.6048850575,15916,NA,NA
375753,NA,NA,NA,NA,NA,NA,NA,0.3143,NA,NA,NA,NA,NA,NA,27.737338045,0.5889281508,0.2532391048,0.320376914,NA,0.6048850575,15916,NA,NA
375762,NA,NA,NA,NA,NA,NA,NA,0.3565,NA,NA,NA,NA,NA,NA,27.737338045,0.5889281508,0.2532391048,0.320376914,NA,0.6048850575,15916,NA,NA
375841,NA,16524,12500,12004.5,NA,NA,NA,0.6619,NA,0.245,0.8230436492,0.4828729282,NA,NA,29.02359418,0.5202516713,0.151395989,0.3535194652,0.0173023987,0.4321223709,27475.63429,NA,NA
375939,NA,11381,8798,12647,NA,NA,NA,0.5771,NA,0.171,0.8157303371,0.5009451796,NA,NA,26.950561798,0.7662921348,0.2134831461,0.406741573,0.0876404494,0.5906862745,31211.775281,NA,NA
375966,NA,9500,NA,NA,NA,NA,NA,0.4011,NA,0.107,0.7132352941,0.7222222222,NA,NA,34.308823529,0.8529411765,0.3014705882,0.1102941176,NA,0.5887850467,37852.198529,NA,NA
375984,NA,9833,6916.5,7540,NA,NA,NA,0.7444,NA,0.13,0.8911841722,0.549270073,NA,NA,25.562700029,0.921443119,0.0960139657,0.3852196683,0.0119290079,0.5318580694,19736.460285,NA,NA
376224,NA,3000,NA,NA,NA,NA,NA,0.9825,NA,0.037,NA,0.1892857143,NA,NA,24.05811138,0.6751412429,0.0815173527,0.5936238902,NA,0.6241180244,8209.1263115,NA,NA
376242,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23.930666667,0.336,0.1786666667,0.568,NA,0.5858208955,4901.6346667,NA,NA
376288,NA,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,27.271604938,0.6666666667,0.1975308642,0.4691358025,NA,0.7021276596,3447.7530864,NA,NA
376321,NA,NA,NA,NA,NA,NA,NA,0.9455,NA,NA,NA,NA,NA,NA,24.184434536,0.7174706121,0.0733684637,0.5443858938,NA,0.4218880535,8919.1759222,NA,NA
376330,NA,NA,NA,NA,NA,NA,NA,0.9692,NA,NA,NA,NA,NA,NA,25.662629758,0.8183391003,0.0778546713,0.4342560554,NA,0.3238289206,4521.9602076,NA,NA
376385,NA,NA,NA,NA,NA,NA,NA,0.9719,NA,NA,NA,NA,NA,NA,25.547169811,0.5932914046,0.2054507338,0.5052410901,NA,0.5591182365,6365.3438155,NA,NA
376446,NA,7666,NA,NA,NA,NA,NA,0.5646,NA,0.25,0.9009009009,0.4690265487,NA,NA,28.144144144,NA,0.2432432432,0.2972972973,NA,0.4210526316,23168.954955,NA,NA
376631,NA,NA,NA,NA,NA,NA,NA,0.7069,NA,0.129,NA,NA,NA,NA,24.526315789,NA,NA,0.5438596491,NA,NA,23487.421053,NA,NA
376668,NA,9833,6000,5500,NA,NA,NA,1,NA,0.177,NA,NA,NA,NA,24.80952381,0.7619047619,NA,0.3968253968,NA,0.6576576577,15259.730159,NA,NA
376677,NA,9500,6333,9479,NA,NA,NA,0.6321,NA,0,NA,NA,NA,NA,29.549019608,0.6911764706,0.4019607843,0.1078431373,0.0588235294,0.4935064935,17860.495098,NA,NA
376695,NA,NA,NA,NA,NA,NA,NA,0.8923,NA,NA,NA,NA,NA,NA,22.099173554,0.5144628099,0.0475206612,0.8274793388,NA,0.6346153846,4663.3595041,NA,NA
376950,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,0.5566037736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376987,NA,6333,NA,NA,NA,NA,NA,0.4545,NA,NA,0.896,0.2901234568,NA,NA,28.752,NA,0.176,0.176,NA,0.5054945055,20360.04,NA,NA
377069,NA,25729,12889,11601,NA,NA,NA,0.7778,NA,0.188,0.8696121687,0.4616727781,NA,NA,30.41408781,0.3000370245,0.2340563389,0.2136311746,0.0308537225,0.4966212927,24279.436364,NA,NA
377111,NA,9500,9500,9500,NA,NA,NA,0.7475,NA,0.092,0.9201737307,0.2947414936,NA,NA,27.512056313,0.7896510409,0.1732814138,0.2835854426,0.0080125805,0.5735140772,18201.66452,NA,NA
377193,NA,3189,NA,NA,NA,NA,NA,0.2833,NA,0.2,NA,0.2857142857,NA,NA,28.2,NA,NA,NA,NA,0.6206896552,11675.625,NA,NA
377218,NA,NA,NA,NA,NA,NA,NA,0.6325,NA,0.038,0.8483146067,0.746031746,NA,NA,26.797752809,NA,0.191011236,0.393258427,0.1123595506,0.3963414634,33982.011236,NA,NA
