UNITID,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,INEXPFTE,ENDOWBEGIN,ENDOWEND
181312,2820,3540,6033,6134,5170326,5407849
181330,28150,28150,5923,4805,8333613,10843733
181376,13200,13200,5171,7184,672083,1216627
181394,6750,18070,7912,8428,4550516,5209909
181400,15352,15352,4507,2101,NA,NA
181419,4080,4080,3117,7950,382314,384373
181428,NA,NA,8637,49995,11231107,12393555
181446,28500,28500,6356,7123,50856462,55801392
181464,8170,22090,10194,10896,175271181,203672175
181491,3030,4035,5985,5756,3249970,4119602
181534,6272,6272,6421,4834,7486703,13503018
181543,5875,5875,3038,6489,NA,NA
181604,27984,27984,5951,7310,9164097,10676353
181640,2689,3296,5382,6315,15792327,19431222
181738,21080,21080,5383,10177,14655047,16462444
181756,12708,12708,3920,3727,NA,NA
181765,5026,9446,5536,9892,209690,230956
181783,5604,9804,7148,6294,14833645,17291541
181792,NA,NA,NA,26182,NA,NA
181817,2496,2808,8993,7717,2823911,3495912
181853,16080,16080,5197,5525,10039996,10834801
181880,NA,NA,NA,5016,NA,NA
181941,NA,NA,4637,3729,NA,NA
182005,2700,9345,7609,5856,5373000,5956000
182111,17416,17416,4836,4593,NA,NA
182148,15000,15000,6116,4974,NA,NA
182209,NA,NA,NA,4627,NA,NA
182281,6710,20620,10139,8805,187758000,214736000
182290,6610,20520,9880,15140,218207734,277619311
182306,2700,9345,5781,6590,223000,246000
182397,NA,NA,NA,4692,NA,NA
182458,29159,29159,6053,6701,4284727,4689027
182500,2700,9345,7136,4818,9144000,11032000
182564,2700,9345,7490,4336,232000,257000
182634,38040,38040,7071,8181,33213094,38878181
182652,NA,NA,NA,3474,NA,NA
182661,15630,15630,4973,3457,NA,NA
182670,48108,48108,13346,25102,3733596412,4468219698
182704,NA,NA,NA,11097,NA,NA
182722,NA,NA,NA,8663,NA,NA
182795,31782,31782,5371,8643,5546139,4785478
182829,NA,NA,9002,16809,11151321,0
182865,9000,9000,4882,6065,NA,NA
182892,NA,NA,NA,6636,NA,NA
182917,21200,21200,3333,7560,NA,NA
182953,NA,NA,NA,6919,NA,NA
182980,33900,33900,6386,4166,9274821,11915333
182999,NA,NA,NA,8190,NA,NA
183026,29604,29604,7208,2464,16965325,19802869
183035,NA,NA,NA,2679,NA,NA
183044,16552,29532,11336,10676,262595590,336380227
183062,12864,20784,8748,8848,20560318,29379288
183071,13768,26748,9826,8302,1667730,1871580
183080,12677,20587,8370,8943,10271839,18013544
183099,7104,15264,6496,6397,575145,676133
183105,7344,15504,6003,9566,17285,19399
183114,6855,15015,5888,8580,24944,28045
183123,6642,14802,6478,8849,67678,92458
183132,6848,15008,6180,5754,91849,103437
183141,6912,15072,6147,4823,NA,NA
183150,7104,15264,6157,6640,262277,311195
183202,NA,NA,NA,2827,NA,NA
183211,28900,28900,6436,6657,32022619,35851698
183239,36546,36546,8281,11966,106304526,126278878
183248,16634,16634,7508,6996,NA,NA
183257,7065,7785,5274,3876,2170589,4185103
183275,20400,20400,4614,11238,38422,40389
183488,15322,15322,4420,4681,NA,NA
183600,5383,5383,NA,1694,309627,616520
183655,4152,7362,6426,3663,3095057,3411584
183725,NA,NA,NA,3389,NA,NA
183743,4218,7878,6908,6025,NA,NA
183789,23700,23700,6035,6396,NA,NA
183804,NA,NA,5291,823,12832255,13961672
183822,26750,26750,8004,8240,10717706,12437675
183859,3534,6984,7109,4673,2064288,2076823
183877,3885,6315,5352,2768,1672976,1673276
183910,30050,30050,8056,6637,6295772,7948562
183938,4320,4440,7410,4564,583887,624700
183974,30942,30942,6781,5579,3336934,10479011
183983,NA,NA,NA,3926,NA,NA
184047,NA,NA,NA,2854,NA,NA
184056,NA,NA,NA,7950,NA,NA
184092,NA,NA,NA,1938,NA,NA
184144,NA,NA,NA,8492,NA,NA
184153,NA,NA,NA,3180,NA,NA
184180,4330,10870,7620,5211,3866569,4612455
184205,4290,14460,6797,4287,3802250,3850610
184278,NA,NA,NA,5434,NA,NA
184320,NA,NA,NA,3529,NA,NA
184348,45364,45364,8724,12802,182710000,186946000
184357,9150,9150,NA,14587,NA,NA
184427,NA,NA,NA,9349,NA,NA
184481,3552,6156,7266,3920,NA,NA
184506,NA,NA,NA,6304,NA,NA
184603,35880,35880,8529,7993,44303791,56586372
184612,30605,30605,6233,8792,4832428,4847623
184694,38236,38236,7503,11908,19936705,25463867
184746,NA,NA,NA,10499,NA,NA
184773,30998,30998,8166,6982,46117357,51287913
184782,12616,20570,9050,16320,150603692,171063161
184791,4145,8195,7382,4281,2082233,2316233
184816,NA,NA,NA,9516,NA,NA
184870,NA,NA,NA,2963,NA,NA
184959,17039,17039,4635,5368,NA,NA
184968,20904,20904,NA,6970,NA,NA
184995,4683,11643,3663,3548,NA,NA
185129,10852,19424,9923,10075,6640883,7921349
185174,19950,19950,NA,5300,NA,NA
185262,11244,17653,9226,9932,13399231,13539498
185332,NA,NA,NA,3122,NA,NA
185396,NA,NA,NA,4168,NA,NA
185466,NA,NA,NA,3348,NA,NA
185509,3528,6732,7741,5810,8261277,8998497
185536,3374,6698,9369,4903,9971056,11180829
185572,32310,32310,8446,8956,67135000,76438000
185590,11540,20254,9590,9110,36460000,37788000
185624,NA,NA,NA,17080,NA,NA
185651,21499,26449,NA,15820,NA,NA
185679,16920,21870,NA,19530,NA,NA
185721,15413,15413,3820,1913,NA,NA
185730,NA,NA,NA,8226,NA,NA
185758,NA,NA,5822,10204,6266551,7065067
185767,NA,NA,NA,2343,NA,NA
185828,15648,29288,11139,9177,82925000,98197000
185873,3306,5970,6504,3188,5210257,8041662
185970,NA,NA,NA,5263,NA,NA
186016,NA,NA,NA,3042,NA,NA
186034,4283,7538,7039,4978,78694,78694
186052,NA,NA,NA,2662,NA,NA
186122,NA,NA,11818,20653,941109784,1042190880
186131,41820,41820,16242,52224,18786132000,20576361000
186186,10700,10700,2853,6694,NA,NA
186201,13388,22038,9809,9581,12986180,15445747
186274,NA,NA,NA,6050,NA,NA
186283,36830,36830,11388,13081,57338000,65227000
186335,NA,NA,NA,3627,NA,NA
186371,13683,27978,10444,14493,22988000,26893000
186380,13813,28591,10979,18006,655125000,763561000
186399,13297,28075,12339,13707,76075000,88999000
186405,NA,NA,NA,10272,NA,NA
186423,13965,13965,NA,13829,NA,NA
186432,33232,33232,8655,8356,28759493,31052934
186469,3984,4794,7374,3955,1859630,1929332
186584,36926,36926,9184,10660,240202000,268654000
186593,NA,NA,NA,3471,NA,NA
186618,31095,31095,6566,11114,18578699,19525920
186645,3856,4456,7565,4237,870340,872559
186867,45366,45366,11554,15622,155749000,173055000
186876,12568,19089,9431,8487,23109188,26847149
186900,11500,11500,1948,5585,NA,NA
187000,NA,NA,NA,2736,NA,NA
187046,5871,8647,NA,0,3941379,4539010
187134,15024,25637,9699,11128,26355000,31566000
187161,NA,NA,NA,2842,NA,NA
187198,4200,8400,9778,5292,12466863,14984252
187444,12244,19920,10489,10595,12664355,15301931
187505,NA,NA,NA,4938,NA,NA
187532,1376,6656,5556,4262,5576394,6957799
187596,3400,3400,4895,4575,408000,2980920
187602,NA,NA,NA,4364,NA,NA
187620,1608,5160,5676,4615,NA,NA
187639,1176,2376,5106,4396,453826,397586
187648,4858,10633,6638,6199,18416768,21202644
187666,1680,4176,4220,6189,575466,582556
187745,3800,3800,6102,15223,4871020,5421897
187897,4500,7104,6212,7548,2820785,3366396
187903,1248,1896,6007,6339,6238839,7067217
187912,4536,9647,5832,13478,432016832,497124217
187958,1704,4104,6274,5462,NA,NA
187967,6256,18184,7852,9260,28283733,32826904
187976,1770,4884,6531,4236,NA,NA
187985,6846,20664,8909,11745,374430327,429202709
187994,1968,5280,6174,6446,NA,NA
188003,1060,3700,6049,7091,NA,NA
188021,1896,3936,5480,5055,NA,NA
188030,5950,19112,8185,9196,98353120,109656187
188049,1561,4182,5179,4503,NA,NA
188058,4060,11523,5120,8682,2986637,3169412
188100,1312,3520,5822,6982,18964465,26632086
188137,1494,3249,6131,7040,5141180,5714681
188146,30136,30136,7355,8718,NA,NA
188182,14616,14616,3560,4865,5299089,6166146
188207,NA,NA,5844,3252,687071,783989
188216,1095,1095,5459,7184,NA,NA
188225,1800,4560,5807,3750,NA,NA
188261,1560,2544,4652,6941,627773,622667
188289,NA,NA,NA,2133,NA,NA
188304,5346,13184,6249,8111,12887480,14195670
188340,21642,21642,9286,7591,3059491,3498762
188429,32340,32340,11626,12729,149312321,174477346
188438,4302,8172,6628,5535,1048909,1048909
188465,11120,11120,3629,2421,NA,NA
188517,16424,16424,4023,2674,NA,NA
188526,30131,30131,8635,12450,23298363,38615529
188535,NA,NA,9509,20507,56790189,70016775
188580,NA,NA,NA,39856,84204906,99213964
188641,26026,26026,6406,10968,93754316,108873666
188650,NA,NA,NA,6644,NA,NA
188669,11520,11520,NA,11828,NA,NA
188678,30650,30650,6237,7256,6790656,5147711
188687,14498,14498,NA,5180,NA,NA
188696,14599,14599,NA,3720,NA,NA
188854,32620,32620,8016,7368,NA,NA
188890,NA,NA,NA,2854,NA,NA
188915,NA,NA,NA,9784,NA,NA
188942,7000,7000,NA,4583,NA,NA
188988,NA,NA,NA,5213,NA,NA
189015,NA,NA,9361,42245,31728553,36737624
189088,48240,48240,10902,23461,161396088,157263726
189097,46040,46040,12043,21263,240710000,282048000
189219,NA,NA,NA,1215,NA,NA
189228,23700,23700,6621,5189,NA,NA
189264,7600,7600,2854,9081,NA,NA
189273,8100,8100,2383,16368,NA,NA
189282,22280,22280,8202,11090,410058,524000
189404,NA,NA,NA,1215,NA,NA
189413,10625,10625,4370,3664,644370,536068
189422,11330,11330,3956,4161,NA,NA
189459,14677,14677,5758,5111,NA,NA
189468,NA,NA,NA,1443,NA,NA
189477,NA,NA,NA,9101,NA,NA
189501,NA,NA,13464,17511,117055082,133265987
189547,4695,8803,5886,5962,12984383,22751970
189556,15653,15653,4436,2806,NA,NA
189565,15949,15949,4296,2570,NA,NA
189574,16329,16329,4724,2736,NA,NA
189583,16059,16059,4700,2273,NA,NA
189592,16419,16419,3959,1964,NA,NA
189653,14120,14120,1652,13082,NA,NA
189705,34000,34000,7622,9078,94474839,104580533
189714,NA,NA,NA,5411,NA,NA
189811,21697,21697,6501,5820,NA,NA
189839,4596,8796,7274,5490,12248422,13584716
189848,30560,30560,6811,9216,28825838,32207229
189857,6700,6700,2066,2076,NA,NA
189954,NA,NA,NA,2881,NA,NA
189981,NA,NA,3289,13102,4125726,4325555
189990,NA,NA,NA,5544,NA,NA
190008,15540,15540,NA,19621,NA,NA
190044,42530,42530,10296,13300,169437868,192917861
190053,4530,9270,5638,6181,NA,NA
190071,NA,NA,7807,31328,NA,NA
190080,NA,NA,5637,20625,20995594,22874182
190099,48175,48175,11203,22975,760825400,865882401
190114,17800,17800,8402,5416,691589,692412
190150,51008,51008,16831,80944,8197880000,9223047000
190169,4410,8490,5717,7194,NA,NA
190239,NA,NA,NA,8311,NA,NA
190248,28775,28775,5820,8617,8759151,8889955
190293,NA,NA,NA,2491,NA,NA
190309,NA,NA,NA,3159,NA,NA
190318,NA,NA,NA,3586,NA,NA
190372,41400,41400,12073,21635,668545746,717628100
190415,47286,47286,14170,23818,4133841635,4646133725
190424,NA,NA,NA,193088,1138385735,1243815063
190442,4700,8850,5759,6272,535491,515617
190451,10287,16550,6962,6153,NA,NA
190503,28240,28240,8485,12857,115130491,127511912
190512,6561,13371,8675,8733,138702098,156339652
190521,4818,7518,6452,6175,5234518,6764281
190530,4854,7554,6378,7957,329366,389188
190549,6536,13346,7555,8934,71031902,76433206
190558,6458,13268,7223,8302,5056186,6703390
190567,6389,13199,8217,13370,215349296,264608948
190576,6460,13270,10210,41614,48249378,59513255
190585,4855,7555,6460,8986,913962,1054863
190594,6429,13239,7874,9116,73847746,92874565
190600,6359,13169,7365,8629,5835244,6736765
190619,4850,7550,6299,6455,1047084,1237683
190628,4866,7566,6563,6445,2565127,3412864
190637,6408,13218,7294,9882,7198858,8118309
190646,6332,13142,7219,9962,413450,456680
190655,6369,13179,6735,8532,12529191,15844954
190664,6507,13317,7650,8503,43646661,49714757
190673,4840,7540,6557,7318,8894385,10895888
190682,NA,NA,10319,33424,1610369,2240569
190691,6396,13206,6968,8699,691294,1153242
190707,NA,NA,NA,6030,NA,NA
190716,23562,23562,6320,9847,34664458,38649098
190725,24990,24990,6648,8096,8613555,10022595
190752,10500,10500,4796,45328,NA,NA
190761,25702,25702,7811,7330,1232848,1256479
190770,29100,29100,8057,9176,2149087,2292291
190840,3635,6835,7503,6007,7466984,8396439
190956,9261,9261,6833,14951,114028,132514
190974,19400,19400,1912,4098,NA,NA
190983,38150,38150,5193,8318,37607626,43030375
191083,4888,9183,6296,5623,1860986,1889552
191126,5200,14200,10202,11351,31874878,35633520
191199,4456,8478,5890,5965,926349,1109714
191205,21370,21370,4835,4667,NA,NA
191241,45623,45623,13033,14019,592538000,675054000
191287,NA,NA,NA,33646,NA,NA
191302,4168,7816,7602,5071,2093163,2148556
191311,NA,NA,NA,5115,NA,NA
191320,NA,NA,4657,25879,26169780,29782635
191339,4306,4906,6244,4332,2678525,2853354
191409,NA,NA,NA,2160,NA,NA
191515,47820,47820,11538,30436,773828000,927520000
191533,40070,40070,8067,11244,62867777,70808142
191597,16753,16753,7562,9471,890229,1198634
191612,4460,6920,4573,4055,930018,1058637
191621,19940,19940,5936,5739,5751895,6326951
191630,47908,47908,9369,13538,181787616,202413144
191649,38900,38900,13033,16162,360482191,411699077
191676,28556,28556,5907,10197,42524099,45486705
191719,4754,12714,7514,8323,5634889,5864835
191728,NA,NA,NA,7816,NA,NA
191764,8580,8580,NA,4912,NA,NA
191834,NA,NA,NA,5479,NA,NA
191931,34030,34030,9154,8094,71320000,100296000
191940,NA,NA,NA,17646,NA,NA
191959,15650,15650,5673,11041,NA,NA
191968,39532,39532,8538,12627,243341349,268214127
191986,5080,9490,6692,5602,NA,NA
192004,12000,12000,4946,2837,NA,NA
192022,4547,6635,6093,5078,3397099,3664540
192040,19380,19380,8365,17346,106328211,109220859
192110,38190,38190,9077,28982,882012381,999769314
192156,8853,8853,5794,4118,NA,NA
192165,9300,9300,1415,2840,NA,NA
192192,28235,28235,6346,7665,11504599,13397500
192271,24225,24225,5594,4380,NA,NA
192323,31340,31340,8884,10173,131308132,144832607
192439,34852,34852,10128,11466,44517393,50049493
192448,34852,34852,10890,10578,144013805,164158073
192484,NA,NA,NA,2065,NA,NA
192509,14279,14279,3681,5899,NA,NA
192554,NA,NA,12104,11382,NA,NA
192563,NA,NA,11297,9775,NA,NA
192624,10400,10400,3673,6736,NA,NA
192688,13095,13095,4896,1458,NA,NA
192703,37188,37188,9825,10328,64102231,72903549
192712,37750,37750,7877,18431,22699584,23391928
192749,36220,36220,8584,8104,11139774,11525588
192785,12050,12050,6062,6514,18031930,21174745
192800,9112,9112,NA,1696,NA,NA
192819,32590,32590,8825,11426,46702054,55302924
192828,NA,NA,NA,3890,NA,NA
192864,27636,27636,8204,11003,15857198,17863772
192925,25002,25002,5212,6770,1129928,1172621
192961,10575,10575,6362,13201,NA,NA
192970,NA,NA,NA,581,NA,NA
193016,17766,17766,8532,4953,103289493,147765416
193052,11010,11010,3612,5762,NA,NA
193061,8600,8600,6880,8098,NA,NA
193070,9750,9750,3430,25582,NA,NA
193122,NA,NA,NA,7122,NA,NA
193186,NA,NA,NA,2628,NA,NA
193201,11205,11205,4176,3492,NA,NA
193247,6100,6100,2948,6310,NA,NA
193265,NA,NA,NA,4423,NA,NA
193283,4415,8225,5680,4246,NA,NA
193292,26850,26850,9026,13066,29987818,33179873
193308,13740,13740,4951,3561,NA,NA
193326,4150,7566,6318,5259,8626030,8942664
193353,27312,27312,8442,7611,5960610,6026113
193399,31290,31290,7255,8693,9936429,13581080
193405,NA,NA,NA,26430,630518000,691221000
193478,4739,8973,9775,7269,NA,NA
193584,30762,30762,7965,11433,59858988,67836655
193609,15800,15800,NA,5786,NA,NA
193645,32300,32300,8213,5731,18955584,21002554
193654,41870,41870,10134,13249,213862000,299890000
193672,NA,NA,NA,6446,NA,NA
193751,NA,NA,5918,11716,161850,149941
193760,NA,NA,NA,3608,NA,NA
193821,NA,NA,19557,28869,32307224,32634270
193830,NA,NA,8929,30033,68358112,77522555
193858,NA,NA,NA,4855,NA,NA
193894,NA,NA,5961,6045,2038245,1686606
193900,46170,46170,13314,30237,2980027000,3435034000
193946,4274,10106,7890,6119,7452428,8778772
193973,29060,29060,7899,7464,80898426,93067094
193991,NA,NA,NA,10562,NA,NA
194028,4900,10750,5058,5980,NA,NA
194073,NA,NA,6683,10337,664034,730766
194091,32180,32180,11534,14043,109089990,113259931
194116,26540,26540,NA,19412,3683815,4348198
194161,23800,23800,6520,7724,10036887,11624489
194189,9500,9500,3876,9587,NA,NA
194222,4884,9184,6551,6463,9104211,10892864
194240,5002,9402,7134,7677,NA,NA
194259,NA,NA,NA,6459,NA,NA
194310,39697,39697,11763,10166,137634274,157282075
194392,26146,26146,5717,7229,22290171,25251883
194435,NA,NA,NA,3804,NA,NA
194499,11350,11350,6604,4103,NA,NA
194569,12640,12640,4894,3164,1703929,1843988
194578,44804,44804,9737,14711,123371785,152809014
194611,9805,9805,NA,2997,NA,NA
194657,12250,12250,2926,5226,NA,NA
194666,7750,7750,3287,2606,NA,NA
194675,8000,8000,1413,5270,NA,NA
194693,11550,11550,4664,18834,NA,NA
194736,8800,8800,3458,18698,NA,NA
194763,8800,8800,2152,5389,67223,67323
194824,47908,47908,12092,19069,612311000,654099000
194879,NA,NA,NA,3854,NA,NA
194958,28068,28068,6299,10621,20546976,22999998
194967,13500,13500,5517,4979,NA,NA
195003,35768,35768,9711,17731,669132000,753951000
195030,46960,46960,13149,28983,1730829000,2015282553
195049,NA,NA,17843,0,1827490201,1985942378
195058,4654,8953,9090,7255,3415590,3743006
195067,NA,NA,NA,7500,NA,NA
195128,28200,28200,6057,7845,27234092,30473876
195155,NA,NA,4941,11923,4433321,5004678
195164,30466,30466,6500,8189,56862767,61782106
195173,22300,22300,8931,7426,70378635,77618460
195191,18000,18000,6363,12896,NA,NA
195216,47696,47696,8788,15966,251421388,283875717
195234,29016,29016,7963,12055,32330484,35824100
195243,27630,27630,8603,7969,37236926,42549138
195289,11211,11211,4574,11911,NA,NA
195304,50780,50780,9701,20449,75768291,87213796
195322,3861,7317,5213,4405,4487103,5013325
195438,9000,9000,8041,14819,NA,NA
195474,32293,32293,8171,10563,132794246,138819537
195526,47464,47464,9232,19668,303092000,330594000
195544,22830,22830,8718,8251,50599000,51776000
195580,NA,NA,5383,16834,11962616,13756054
195623,NA,NA,NA,NA,NA,NA
195702,14600,20500,6874,11828,NA,NA
195720,29550,29550,8579,9198,60219660,69358525
195784,21769,21769,6050,5962,NA,NA
195793,NA,NA,NA,6208,NA,NA
195809,38680,38680,11847,11325,416230509,664643254
195845,13500,13500,5499,3347,NA,NA
195933,NA,NA,NA,3610,NA,NA
195988,5300,9774,5832,8266,1027775,1030376
196006,7646,14256,5919,10105,4092406,4647214
196015,7519,11689,6220,8175,9130239,10710394
196024,7530,11700,5752,9374,5110683,5776737
196033,7609,16759,6496,8430,3737993,4364710
196042,7483,17133,8123,9828,5361314,5550803
196051,7689,17339,5872,10657,1352293,1334721
196060,8302,19942,9208,13815,40278149,49522321
196079,8620,20260,9201,11395,73902084,84181579
196088,8870,22290,10135,15806,554392383,624790675
196097,8430,21850,10681,20564,154681221,196350990
196103,7398,17048,8340,15092,21820983,26368436
196112,7420,17070,9653,9924,2499358,2777604
196121,7562,17212,7291,11647,7707818,9625110
196130,7347,16997,7526,9777,28580979,36009895
196149,7719,17369,6619,9436,25904941,30625266
196158,7741,17391,6906,10948,24546525,28044093
196167,7774,17424,7272,10471,21584470,26577236
196176,7418,17068,6851,10550,15030326,17996598
196185,7568,17218,6595,8942,37317987,43098771
196194,7581,17231,6865,10636,16468898,19508754
196200,7553,17203,6481,12437,21216971,22316433
196219,7933,17583,7230,10439,54718180,63965145
196228,NA,NA,9932,55586,3084674,3521305
196237,7323,16953,8171,9875,179649,245326
196246,7517,17167,6936,11263,15570073,18022547
196255,NA,NA,11038,72057,13935839,14172078
196264,6665,16315,6634,9046,6896409,7622793
196291,7446,17096,6944,11637,4296166,5473693
196307,NA,NA,9861,60181,52205348,62432207
196389,13500,13500,2898,10162,NA,NA
196413,41886,41886,11147,15192,1053213559,1183243707
196431,8900,8900,2180,4626,NA,NA
196440,5000,5000,2500,14101,NA,NA
196468,NA,NA,12903,18301,239855754,276665177
196477,13540,13540,5333,3986,NA,NA
196565,5491,10291,6679,5962,14861382,16735060
196583,10450,10450,5984,6128,NA,NA
196592,15650,15650,7002,6892,13960000,11347000
196653,15820,15820,5931,8661,9880508,10803780
196680,NA,NA,NA,813,822554,1097376
196699,4942,9162,5875,7067,6653487,7862299
196857,NA,NA,NA,3208,NA,NA
196866,48384,48384,10810,19835,358600000,415800000
196884,NA,NA,6635,26884,94664182,106105759
197018,13535,13535,3255,4434,NA,NA
197027,1107,1107,10085,15985,NA,NA
197036,NA,NA,9261,38517,NA,NA
197045,33736,33736,8195,7365,21809005,24281839
197081,13500,13500,3437,4386,NA,NA
197133,49570,49570,11101,29919,868741153,974179926
197142,19170,19170,3682,6612,1374880,2166595
197151,33560,33560,4285,15105,NA,NA
197197,40750,40750,8091,10858,71787477,79383453
197221,44000,44000,9427,31658,53768269,58009540
197230,36700,36700,6980,8376,27231466,34128654
197285,21015,21015,4826,6634,NA,NA
197294,4723,12213,9654,8714,NA,NA
197337,NA,NA,NA,3615,NA,NA
197522,16820,16820,5552,4568,NA,NA
197531,8860,8860,NA,604,NA,NA
197601,8800,8800,4239,7888,NA,NA
197610,8100,8100,3571,8089,NA,NA
197647,10800,10800,2116,14530,NA,NA
197674,8200,8200,1974,6290,NA,NA
197692,14860,14860,6270,11971,NA,NA
197708,38730,38730,11595,33568,1034254000,1085569
197735,8100,8100,2465,2824,4300341,4190231
197744,11600,11600,2932,11463,NA,NA
197814,2102,7404,5171,6689,4069786,4215135
