ID,OPEID,Institution Name,City,State,Foreign Gift Received Date,Foreign Gift Amount,Gift Type,Country of Giftor,Giftor Name
1,00102000,Jacksonville State University,Jacksonville,AL,2019-09-30,250000,Monetary Gift,CHINA,
2,00104700,Troy University,Troy,AL,2019-05-07,463657,Contract,CHINA,Confucius Institute Headquarters
3,00105100,University of Alabama,Tuscaloosa,AL,2019-01-01,3649107,Contract,ENGLAND,Springer Nature Customer Service Ce
4,00105100,University of Alabama,Tuscaloosa,AL,2019-01-07,1000,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
5,00105100,University of Alabama,Tuscaloosa,AL,2019-01-14,49476,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
6,00105100,University of Alabama,Tuscaloosa,AL,2019-02-05,30231,Contract,KUWAIT,Kuwait-Embassy of the State
7,00105100,University of Alabama,Tuscaloosa,AL,2019-02-11,30162,Contract,KUWAIT,Kuwait-Embassy of the State
8,00105100,University of Alabama,Tuscaloosa,AL,2019-02-21,200,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
9,00105100,University of Alabama,Tuscaloosa,AL,2019-03-05,5136,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
10,00105100,University of Alabama,Tuscaloosa,AL,2019-03-07,57049,Contract,JAPAN,Kansai Gaidai University (KGU)
11,00105100,University of Alabama,Tuscaloosa,AL,2019-03-18,57778,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
12,00105100,University of Alabama,Tuscaloosa,AL,2019-03-19,5188,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
13,00105100,University of Alabama,Tuscaloosa,AL,2019-03-19,200,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
14,00105100,University of Alabama,Tuscaloosa,AL,2019-03-19,517303,Contract,KOREA,Korea Polar Research Institute - KO
15,00105100,University of Alabama,Tuscaloosa,AL,2019-03-20,844219,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
16,00105100,University of Alabama,Tuscaloosa,AL,2019-04-04,4454795,Contract,KUWAIT,Kuwait-Embassy of the State
17,00105100,University of Alabama,Tuscaloosa,AL,2019-04-29,20156,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
18,00105100,University of Alabama,Tuscaloosa,AL,2019-05-01,400000,Contract,ENGLAND,Springer Nature
19,00105100,University of Alabama,Tuscaloosa,AL,2019-05-03,642,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
20,00105100,University of Alabama,Tuscaloosa,AL,2019-05-06,2568,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
21,00105100,University of Alabama,Tuscaloosa,AL,2019-05-07,312245,Contract,JAPAN,Kansai Gaidai University (KGU)
22,00105100,University of Alabama,Tuscaloosa,AL,2019-05-08,15114,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
23,00105100,University of Alabama,Tuscaloosa,AL,2019-05-28,92,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
24,00105100,University of Alabama,Tuscaloosa,AL,2019-05-29,122911,Contract,KUWAIT,Kuwait-Embassy of the State
25,00105100,University of Alabama,Tuscaloosa,AL,2019-05-29,5136,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
26,00105100,University of Alabama,Tuscaloosa,AL,2019-05-30,100,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
27,00105100,University of Alabama,Tuscaloosa,AL,2019-05-31,17465,Contract,SAUDI ARABIA,Saudi Arabia Education Mission
28,00105100,University of Alabama,Tuscaloosa,AL,2019-06-11,368,Contract,JAPAN,Kansai Gaidai University (KGU)
29,00105100,University of Alabama,Tuscaloosa,AL,2019-06-14,15892,Contract,TURKEY,"Turkish Consulate General,"
30,00105100,University of Alabama,Tuscaloosa,AL,2019-06-14,147476,Contract,TURKEY,"Turkish Consulate General,"
31,00105100,University of Alabama,Tuscaloosa,AL,2019-06-14,3852,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
32,00105100,University of Alabama,Tuscaloosa,AL,2019-06-14,255,Contract,TURKEY,"Turkish Consulate General,"
33,00105100,University of Alabama,Tuscaloosa,AL,2019-06-19,47762,Contract,KUWAIT,Kuwait-Embassy Of The State
34,00105100,University of Alabama,Tuscaloosa,AL,2019-07-01,31522,Contract,KUWAIT,Kuwait-Embassy Of The State
35,00105100,University of Alabama,Tuscaloosa,AL,2019-07-09,25,Contract,TURKEY,"Turkish Consulate General,"
36,00105100,University of Alabama,Tuscaloosa,AL,2019-07-30,100,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
37,00105100,University of Alabama,Tuscaloosa,AL,2019-07-30,183198,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
38,00105100,University of Alabama,Tuscaloosa,AL,2019-07-31,1650825,Monetary Gift,GERMANY,Mercedes-Benz US International Inc
39,00105100,University of Alabama,Tuscaloosa,AL,2019-08-06,170730,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
40,00105100,University of Alabama,Tuscaloosa,AL,2019-08-19,2672036,Contract,KUWAIT,Kuwait-Embassy Of The State
41,00105100,University of Alabama,Tuscaloosa,AL,2019-08-28,12208,Contract,KUWAIT,Kuwait-Embassy Of The State
42,00105100,University of Alabama,Tuscaloosa,AL,2019-08-29,3384,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
43,00105100,University of Alabama,Tuscaloosa,AL,2019-08-31,7250,Contract,GERMANY,Daimler Purchasing Coordination Cor
44,00105100,University of Alabama,Tuscaloosa,AL,2019-09-18,12308,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
45,00105100,University of Alabama,Tuscaloosa,AL,2019-09-19,12248,Contract,KUWAIT,Kuwait-Embassy Of The State
46,00105100,University of Alabama,Tuscaloosa,AL,2019-09-20,22254,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
47,00105100,University of Alabama,Tuscaloosa,AL,2019-09-30,2195,Contract,KUWAIT,Kuwait-Embassy Of The State
48,00105100,University of Alabama,Tuscaloosa,AL,2019-10-02,49724,Contract,JAPAN,Kansai Gaidai University (KGU)
49,00105100,University of Alabama,Tuscaloosa,AL,2019-10-03,54760,Contract,KUWAIT,Kuwait-Embassy Of The State
50,00105100,University of Alabama,Tuscaloosa,AL,2019-10-03,16921,Contract,KUWAIT,Kuwait-Embassy Of The State
51,00105100,University of Alabama,Tuscaloosa,AL,2019-10-07,243616,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
52,00105100,University of Alabama,Tuscaloosa,AL,2019-10-14,40700,Contract,GERMANY,Mercedes Benz US International
53,00105100,University of Alabama,Tuscaloosa,AL,2019-10-18,526255,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
54,00105100,University of Alabama,Tuscaloosa,AL,2019-10-21,4503,Contract,KUWAIT,Kuwait-Embassy Of The State
55,00105100,University of Alabama,Tuscaloosa,AL,2019-10-24,1785707,Contract,KUWAIT,Kuwait-Embassy Of The State
56,00105100,University of Alabama,Tuscaloosa,AL,2019-10-25,160938,Contract,JAPAN,Kansai Gaidai University (KGU)
57,00105100,University of Alabama,Tuscaloosa,AL,2019-10-30,17890,Contract,KUWAIT,Kuwait-Embassy Of The State
58,00105100,University of Alabama,Tuscaloosa,AL,2019-11-12,15698,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
59,00105100,University of Alabama,Tuscaloosa,AL,2019-11-13,79489,Contract,TURKEY,"Turkish Consulate General,"
60,00105100,University of Alabama,Tuscaloosa,AL,2019-11-14,20140,Contract,KUWAIT,Kuwait-Embassy Of The State
61,00105100,University of Alabama,Tuscaloosa,AL,2019-11-18,2395,Contract,TURKEY,General Directorate of State Hydrua
62,00105100,University of Alabama,Tuscaloosa,AL,2019-11-18,2592,Contract,TURKEY,General Directorate of State Hydrua
63,00105100,University of Alabama,Tuscaloosa,AL,2019-11-25,34143,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
64,00105100,University of Alabama,Tuscaloosa,AL,2019-11-27,4784428,Contract,KUWAIT,Kuwait-Embassy Of The State
65,00105100,University of Alabama,Tuscaloosa,AL,2019-12-12,192137,Contract,TURKEY,"Turkish Consulate General,"
66,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-02,582,Contract,ENGLAND,Glaxo SmithKline
67,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-03,149970,Contract,SWEDEN,Gambo
68,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-07,5544,Contract,ENGLAND,Glaxo SmithKline
69,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-07,382,Contract,ENGLAND,Glaxo SmithKline
70,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-07,73500,Contract,BERMUDA,"Incysus, LTD"
71,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-07,86772,Contract,ENGLAND,Glaxo SmithKline
72,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-08,55125,Contract,BERMUDA,"Incysus, LTD"
73,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-08,1291,Contract,ENGLAND,Astex Therapeutics Ltd
74,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-09,756,Contract,ENGLAND,Glaxo SmithKline
75,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,12825,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
76,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,7330,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
77,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
78,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,9520,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
79,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,11168,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
80,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,12053,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
81,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,10252,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
82,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,18638,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
83,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,25701,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
84,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,10670,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
85,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-15,13600,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
86,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-17,1526,Contract,ENGLAND,Glaxo SmithKline
87,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-22,1853,Contract,AUSTRALIA,SpeeDx Pty Ltd
88,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-22,49438,Contract,AUSTRALIA,SpeeDx Pty Ltd
89,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-22,3128,Contract,ZAMBIA,Centre for Infectious Disease
90,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-28,509156,Contract,SWEDEN,Gambo
91,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-01-30,7517,Contract,ZAMBIA,Centre for Infectious Disease
92,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-06,794,Contract,ENGLAND,Glaxo SmithKline
93,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-06,7598,Contract,ENGLAND,Glaxo SmithKline
94,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-07,23805,Contract,ENGLAND,Glaxo SmithKline
95,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-08,74112,Contract,BERMUDA,"Incysus, LTD"
96,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-14,527,Contract,ENGLAND,Glaxo SmithKline
97,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,16518,Contract,ENGLAND,Glaxo SmithKline
98,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,94867,Contract,ENGLAND,Glaxo SmithKline
99,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
100,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
101,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,10998,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
102,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,4151,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
103,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,5468,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
104,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,11700,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
105,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
106,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,11313,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
107,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,4151,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
108,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,3911,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
109,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,2784,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
110,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,6440,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
111,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,7577,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
112,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
113,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,3240,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
114,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,2834,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
115,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,18740,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
116,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-15,11666,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
117,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-22,1652,Contract,ENGLAND,Glaxo SmithKline
118,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-27,6149,Contract,AUSTRALIA,SpeeDx Pty Ltd
119,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-27,56405,Contract,AUSTRALIA,SpeeDx Pty Ltd
120,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-27,93837,Contract,ENGLAND,Astex Therapeutics Ltd
121,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-02-28,3053,Contract,ENGLAND,Glaxo SmithKline
122,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-04,1134,Contract,ZAMBIA,Centre for Infectious Disease
123,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-05,147143,Contract,SOUTH AFRICA,University of Cape Town
124,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-06,24274,Contract,ZAMBIA,Centre for Infectious Disease
125,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-08,776,Contract,ENGLAND,Glaxo SmithKline
126,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-11,1134,Contract,ZAMBIA,Centre for Infectious Disease
127,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-19,12581,Contract,ENGLAND,Glaxo SmithKline
128,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-19,2028,Contract,ENGLAND,Glaxo SmithKline
129,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-19,7932,Contract,ZAMBIA,Centre for Infectious Disease
130,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-28,230000,Contract,JAPAN,Japan Tobacco Inc
131,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-28,4507,Contract,ENGLAND,Glaxo SmithKline
132,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-03-29,15163,Contract,ENGLAND,Astex Therapeutics Ltd
133,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-04,46613,Contract,AUSTRALIA,SpeeDx Pty Ltd
134,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-05,8002,Contract,AUSTRALIA,SpeeDx Pty Ltd
135,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-05,1549,Contract,ENGLAND,Astex Therapeutics Ltd
136,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-09,397801,Contract,ENGLAND,Glaxo SmithKline
137,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-12,38861,Contract,SOUTH AFRICA,University of Cape Town
138,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-15,3008,Contract,ENGLAND,Glaxo SmithKline
139,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-16,2950,Contract,ENGLAND,Glaxo SmithKline
140,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-16,100000,Contract,JAPAN,Japan Tobacco Inc
141,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-16,50280,Contract,ENGLAND,Glaxo SmithKline
142,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-16,9785,Contract,ENGLAND,Glaxo SmithKline
143,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-25,11722,Contract,ENGLAND,Astex Therapeutics Ltd
144,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-26,22934,Contract,ZAMBIA,Centre for Infectious Disease
145,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-30,32760,Contract,ENGLAND,Glaxo SmithKline
146,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-30,4090,Contract,ENGLAND,Glaxo SmithKline
147,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-04-30,1134,Contract,ZAMBIA,Centre for Infectious Disease
148,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-01,14700,Contract,BERMUDA,"Incysus, LTD"
149,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-01,55125,Contract,BERMUDA,"Incysus, LTD"
150,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-02,4032,Contract,ENGLAND,Glaxo SmithKline
151,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-06,8098,Contract,ENGLAND,Glaxo SmithKline
152,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-07,5325,Contract,ENGLAND,Glaxo SmithKline
153,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-07,195,Contract,ENGLAND,Glaxo SmithKline
154,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-09,100437,Contract,ENGLAND,Glaxo SmithKline
155,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-19,18267,Contract,ENGLAND,Astex Therapeutics Ltd
156,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-20,195260,Contract,ENGLAND,Glaxo SmithKline
157,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-22,2950,Contract,ENGLAND,Glaxo SmithKline
158,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-23,9367,Contract,AUSTRALIA,SpeeDx Pty Ltd
159,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,16661,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
160,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,17271,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
161,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,12325,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
162,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
163,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,27756,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
164,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
165,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,3300,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
166,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,17877,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
167,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,10016,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
168,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,9032,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
169,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,13182,Contract,AUSTRALIA,SpeeDx Pty Ltd
170,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,51168,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
171,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,12129,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
172,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,22000,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
173,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,4260,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
174,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,22539,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
175,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,13270,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
176,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,13711,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
177,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,34010,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
178,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,17677,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
179,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,10400,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
180,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,1070,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
181,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,11308,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
182,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
183,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,42934,Contract,AUSTRALIA,SpeeDx Pty Ltd
184,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,9378,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
185,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,10020,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
186,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,9420,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
187,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,12740,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
188,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,11108,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
189,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,10437,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
190,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
191,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,23242,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
192,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,12605,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
193,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-05-29,7882,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
194,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-03,2290,Contract,ENGLAND,Glaxo SmithKline
195,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-11,17204,Contract,ENGLAND,Glaxo SmithKline
196,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,11388,Contract,OMAN,Embassy of Oman
197,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,10252,Contract,OMAN,Embassy of Oman
198,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,11894,Contract,OMAN,Embassy of Oman
199,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,9977,Contract,OMAN,Embassy of Oman
200,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,12059,Contract,OMAN,Embassy of Oman
201,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,11969,Contract,OMAN,Embassy of Oman
202,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,10077,Contract,OMAN,Embassy of Oman
203,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,48707,Contract,OMAN,Embassy of Oman
204,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,31791,Contract,OMAN,Embassy of Oman
205,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,11098,Contract,OMAN,Embassy of Oman
206,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,25850,Contract,OMAN,Embassy of Oman
207,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,37549,Contract,OMAN,Embassy of Oman
208,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,12440,Contract,OMAN,Embassy of Oman
209,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,14903,Contract,OMAN,Embassy of Oman
210,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-14,24138,Contract,OMAN,Embassy of Oman
211,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-21,14404,Contract,AUSTRALIA,SpeeDx Pty Ltd
212,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-21,58250,Contract,AUSTRALIA,SpeeDx Pty Ltd
213,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-25,321,Contract,ENGLAND,Glaxo SmithKline
214,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-27,277685,Contract,ENGLAND,Glaxo SmithKline
215,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-06-28,3053,Contract,ENGLAND,Glaxo SmithKline
216,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-07-08,39028,Contract,ENGLAND,Astex Therapeutics Ltd
217,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-07-08,23876,Contract,ENGLAND,Glaxo SmithKline
218,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-07-09,3682,Contract,ENGLAND,Glaxo SmithKline
219,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-07-11,2660,Contract,ZAMBIA,Centre for Infectious Disease
220,00105200,University of Alabama at Birmingham,Birmingham,AL,2019-07-12,325,Contract,ENGLAND,Glaxo SmithKline
