ID,OPEID,Institution Name,City,State,Foreign Gift Received Date,Foreign Gift Amount,Gift Type,Country of Giftor,Giftor Name
325,00108100,Arizona State University,Tempe,AZ,2014-01-09,12126,Contract,QATAR,RasGas Company Limited
326,00108100,Arizona State University,Tempe,AZ,2014-01-22,5763,Contract,JAPAN,Asia University
327,00108100,Arizona State University,Tempe,AZ,2014-01-27,121023,Contract,JAPAN,Asia University
328,00108100,Arizona State University,Tempe,AZ,2014-02-17,136381,Contract,CANADA,University of Western Ontario
329,00108100,Arizona State University,Tempe,AZ,2014-02-25,379106,Contract,VIETNAM,"Intel Products Vietnam Co., Ltd."
330,00108100,Arizona State University,Tempe,AZ,2014-02-26,11308,Contract,QATAR,RasGas Company Limited
331,00108100,Arizona State University,Tempe,AZ,2014-02-27,3292334,Contract,CHINA,Shanghai National Accounting Instit
332,00108100,Arizona State University,Tempe,AZ,2014-02-27,64651,Contract,UNITED ARAB EMIRATES,Abu Dhabi National Oil Company
333,00108100,Arizona State University,Tempe,AZ,2014-03-04,11669,Contract,UNITED ARAB EMIRATES,Abu Dhabi National Oil Company
334,00108100,Arizona State University,Tempe,AZ,2014-03-21,133393,Contract,CANADA,University of Western Ontario
335,00108100,Arizona State University,Tempe,AZ,2014-03-26,11609,Contract,QATAR,RasGas Company Limited
336,00108100,Arizona State University,Tempe,AZ,2014-04-10,273104,Monetary Gift,GERMANY,Concept Laser
337,00108100,Arizona State University,Tempe,AZ,2014-04-17,137941,Contract,SAUDI ARABIA,Aramco
338,00108100,Arizona State University,Tempe,AZ,2014-04-21,202538,Contract,SAUDI ARABIA,Aramco
339,00108100,Arizona State University,Tempe,AZ,2014-04-22,13787,Contract,SAUDI ARABIA,Aramco
340,00108100,Arizona State University,Tempe,AZ,2014-04-23,187497,Contract,SAUDI ARABIA,Aramco
341,00108100,Arizona State University,Tempe,AZ,2014-05-07,17500,Contract,CHINA,Shanghai Advanced Instit of Finance
342,00108100,Arizona State University,Tempe,AZ,2014-05-07,94617,Contract,QATAR,RasGas Company Limited
343,00108100,Arizona State University,Tempe,AZ,2014-05-16,7087,Contract,CHINA,Shanghai National Accounting Instit
344,00108100,Arizona State University,Tempe,AZ,2014-05-20,449800,Contract,CHINA,Shanghai Advanced Instit of Finance
345,00108100,Arizona State University,Tempe,AZ,2014-05-22,529300,Contract,CHINA,Shanghai Advanced Instit of Finance
346,00108100,Arizona State University,Tempe,AZ,2014-06-10,12139,Contract,UNITED ARAB EMIRATES,Abu Dhabi National Oil Company
347,00108100,Arizona State University,Tempe,AZ,2014-06-24,107711,Contract,UNITED ARAB EMIRATES,Abu Dhabi National Oil Company
348,00108100,Arizona State University,Tempe,AZ,2014-06-30,245128,Contract,MEXICO,University of Guadalajara
349,00108100,Arizona State University,Tempe,AZ,2014-07-08,17190,Contract,UNITED ARAB EMIRATES,Abu Dhabia National Oil Company
350,00108100,Arizona State University,Tempe,AZ,2014-07-09,2959,Contract,QATAR,RasGas Company Limited
351,00108100,Arizona State University,Tempe,AZ,2014-07-22,138205,Contract,CHINA,Confucius Institute Headquarters
352,00108100,Arizona State University,Tempe,AZ,2014-08-14,4709,Contract,SAUDI ARABIA,Aramco
353,00108100,Arizona State University,Tempe,AZ,2014-08-19,38681,Contract,UNITED ARAB EMIRATES,Abu Dhabi National Oil Company
354,00108100,Arizona State University,Tempe,AZ,2014-08-20,716612,Contract,VIETNAM,"Intel Products Vietnam Co., Ltd."
355,00108100,Arizona State University,Tempe,AZ,2014-08-22,210339,Contract,SAUDI ARABIA,Aramco
356,00108100,Arizona State University,Tempe,AZ,2014-09-03,34244,Contract,QATAR,RasGas Company Limited
357,00108100,Arizona State University,Tempe,AZ,2014-10-01,133816,Contract,JAPAN,Asia University
358,00108100,Arizona State University,Tempe,AZ,2014-10-14,11751,Contract,UNITED ARAB EMIRATES,Abu Dhabi National Oil Company
359,00108100,Arizona State University,Tempe,AZ,2014-11-17,120000,Contract,CHINA,Confucius Institute Headquarters
360,00108100,Arizona State University,Tempe,AZ,2014-11-18,13863,Contract,SAUDI ARABIA,Aramco
361,00108100,Arizona State University,Tempe,AZ,2014-12-01,322257,Contract,BRAZIL,Govt of Federal District of Brazil
362,00108100,Arizona State University,Tempe,AZ,2014-12-04,39975,Contract,VIETNAM,"Intel Products Vietnam Co., Ltd."
363,00108100,Arizona State University,Tempe,AZ,2014-12-10,231600,Contract,MEXICO,University of Guadalajara
364,00108100,Arizona State University,Tempe,AZ,2014-12-11,192918,Contract,QATAR,RasGas Company Limited
365,00108100,Arizona State University,Tempe,AZ,2014-12-16,12606,Contract,UNITED ARAB EMIRATES,Abu Dhabi National Oil Company
366,00108100,Arizona State University,Tempe,AZ,2014-12-17,1065744,Contract,BRAZIL,Govt of Federal District of Brazil
756,00108300,University of Arizona (The),Tucson,AZ,2014-01-01,577000,Contract,FRANCE,Foundation Leducq
757,00108300,University of Arizona (The),Tucson,AZ,2014-01-13,356025,Contract,SPAIN,Grifols Biologicals Incorporated
758,00108300,University of Arizona (The),Tucson,AZ,2014-01-31,4693000,Contract,JAPAN,University of Tokyo
759,00108300,University of Arizona (The),Tucson,AZ,2014-02-03,348229,Contract,CANADA,KGHM International
760,00108300,University of Arizona (The),Tucson,AZ,2014-02-05,1000000,Contract,CHINA,Huazhong Agricultural University
761,00108300,University of Arizona (The),Tucson,AZ,2014-04-01,283393,Contract,SOUTH KOREA,Korea Basic Science Institute
762,00108300,University of Arizona (The),Tucson,AZ,2014-04-04,468000,Contract,AUSTRALIA,Neuren Pharmaceuticals
763,00108300,University of Arizona (The),Tucson,AZ,2014-05-29,289559,Contract,SOUTH KOREA,Seoul Viosys
764,00108300,University of Arizona (The),Tucson,AZ,2014-05-29,285954,Contract,SOUTH KOREA,Seoul Viosys
765,00108300,University of Arizona (The),Tucson,AZ,2014-11-01,744274,Contract,BRAZIL,Inter-American Institute for Global
766,00108300,University of Arizona (The),Tucson,AZ,2014-12-05,1568998,Contract,MEXICO,Inca Rural
767,00108300,University of Arizona (The),Tucson,AZ,2014-12-15,348143,Contract,CEYLON,International Water Management Inst
847,00110800,University of Arkansas,Fayetteville,AR,2014-04-17,289000,Contract,SWITZERLAND,Walter+Bai AG
848,00110800,University of Arkansas,Fayetteville,AR,2014-06-30,323620,Contract,IRAQ,"Republic of Iraq, Higher Committee"
849,00110800,University of Arkansas,Fayetteville,AR,2014-06-30,2823912,Contract,PANAMA,"Instituto Para LA Formacion, Panama"
850,00110800,University of Arkansas,Fayetteville,AR,2014-06-30,1054144,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
851,00110800,University of Arkansas,Fayetteville,AR,2014-12-31,303708,Contract,IRAQ,"Republic of Iraq, Higher Committee"
852,00110800,University of Arkansas,Fayetteville,AR,2014-12-31,1725367,Contract,PANAMA,"Instituto Para LA Formacion, Panama"
853,00110800,University of Arkansas,Fayetteville,AR,2014-12-31,731592,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
910,00113100,California Institute of Technology,Pasadena,CA,2014-01-02,600,Monetary Gift,CANADA,Dr. Ronald D. Bercov
911,00113100,California Institute of Technology,Pasadena,CA,2014-01-02,50,Monetary Gift,FRANCE,Mr. Jean-Michel P. Caillat
912,00113100,California Institute of Technology,Pasadena,CA,2014-01-03,1394,Contract,FRANCE,"KASPERSKI, TATIANA"
913,00113100,California Institute of Technology,Pasadena,CA,2014-01-06,100,Monetary Gift,KOREA,Prof. Ha Seo Ki
914,00113100,California Institute of Technology,Pasadena,CA,2014-01-06,100,Monetary Gift,KOREA,Prof. Ha Seo Ki
915,00113100,California Institute of Technology,Pasadena,CA,2014-01-07,26,Contract,ENGLAND,APOLLO SCIENTIFIC LTD
916,00113100,California Institute of Technology,Pasadena,CA,2014-01-07,1905,Contract,GERMANY,HTW HOCHTEMPERATUR-WERKSTOFFE GMBH
917,00113100,California Institute of Technology,Pasadena,CA,2014-01-08,100,Monetary Gift,KOREA,Mr. Jin-Yoo Suh
918,00113100,California Institute of Technology,Pasadena,CA,2014-01-08,1120,Contract,ENGLAND,THOMAS KEATING LIMITED
919,00113100,California Institute of Technology,Pasadena,CA,2014-01-08,100,Monetary Gift,KOREA,Dr. Jin-Yoo Suh
920,00113100,California Institute of Technology,Pasadena,CA,2014-01-08,91,Contract,CANADA,SELLECK CHEMICALS LLC
921,00113100,California Institute of Technology,Pasadena,CA,2014-01-08,1580,Contract,CANADA,DORIC LENSES
922,00113100,California Institute of Technology,Pasadena,CA,2014-01-08,403,Contract,GERMANY,"JULSETH, MARA JEAN"
923,00113100,California Institute of Technology,Pasadena,CA,2014-01-08,155,Contract,CANADA,AMERICAN DYE SOURCE INC
924,00113100,California Institute of Technology,Pasadena,CA,2014-01-08,933,Contract,CANADA,FONT CANADA
925,00113100,California Institute of Technology,Pasadena,CA,2014-01-09,500,Monetary Gift,CANADA,Mr. Zhijun Jin
926,00113100,California Institute of Technology,Pasadena,CA,2014-01-09,500,Monetary Gift,CHINA,Mr. Zhijun Jin
927,00113100,California Institute of Technology,Pasadena,CA,2014-01-09,8940,Contract,GERMANY,HTW HOCHTEMPERATUR-WERKSTOFFE GMBH
928,00113100,California Institute of Technology,Pasadena,CA,2014-01-09,2900,Contract,CANADA,LUMINOS INDUSTRIES LTD
929,00113100,California Institute of Technology,Pasadena,CA,2014-01-09,3640,Contract,CANADA,NORCADA
930,00113100,California Institute of Technology,Pasadena,CA,2014-01-09,1395,Contract,CANADA,POINT GREY RESEARCH
931,00113100,California Institute of Technology,Pasadena,CA,2014-01-13,9566,Contract,ENGLAND,GURALP SYSTEMS LIMITED
932,00113100,California Institute of Technology,Pasadena,CA,2014-01-13,150,Contract,CANADA,POLYMER SOURCE INCORPORATED
933,00113100,California Institute of Technology,Pasadena,CA,2014-01-14,100,Monetary Gift,ENGLAND,Mr. Ian Sleightholme
934,00113100,California Institute of Technology,Pasadena,CA,2014-01-14,100,Monetary Gift,ENGLAND,Mr. Ian Sleightholme
935,00113100,California Institute of Technology,Pasadena,CA,2014-01-15,16400,Contract,JAPAN,ASAHI SPECTRA COMPANY LTD
936,00113100,California Institute of Technology,Pasadena,CA,2014-01-15,34600,Contract,CANADA,PHIDGETS
937,00113100,California Institute of Technology,Pasadena,CA,2014-01-15,299,Contract,GERMANY,"JULSETH, MARA JEAN"
938,00113100,California Institute of Technology,Pasadena,CA,2014-01-15,489,Contract,GERMANY,EMFRET ANALYTICS GMBH
939,00113100,California Institute of Technology,Pasadena,CA,2014-01-16,20,Monetary Gift,JAPAN,Mr. Satoshi Sugawara
940,00113100,California Institute of Technology,Pasadena,CA,2014-01-16,20,Monetary Gift,JAPAN,Mr. Satoshi Sugawara
941,00113100,California Institute of Technology,Pasadena,CA,2014-01-21,520,Contract,GERMANY,CHROMOTEK GMBH
942,00113100,California Institute of Technology,Pasadena,CA,2014-01-22,2225,Contract,FRANCE,SILTRONIX SILICON TECHNOLOGIES
943,00113100,California Institute of Technology,Pasadena,CA,2014-01-22,560,Contract,CANADA,NORCADA
944,00113100,California Institute of Technology,Pasadena,CA,2014-01-22,675,Contract,CANADA,OZ OPTICS LIMITED
945,00113100,California Institute of Technology,Pasadena,CA,2014-01-23,2300,Contract,CHINA,SHANGHAI SICCAS HIGH TECHNOLOGY COR
946,00113100,California Institute of Technology,Pasadena,CA,2014-01-27,1200,Contract,GERMANY,KINON SPIEGEL WILSDRUFF GMBH
947,00113100,California Institute of Technology,Pasadena,CA,2014-01-28,880,Contract,JAPAN,COAX CO LTD
948,00113100,California Institute of Technology,Pasadena,CA,2014-01-28,295,Contract,CANADA,SIGNALCHEM PHARMACEUTICALS INC
949,00113100,California Institute of Technology,Pasadena,CA,2014-01-28,690,Contract,CANADA,SELLECK CHEMICALS LLC
950,00113100,California Institute of Technology,Pasadena,CA,2014-01-29,699,Contract,CHINA,SHANGHAI DREAM LASERS TECHNOLOGY CO
951,00113100,California Institute of Technology,Pasadena,CA,2014-01-30,1031,Contract,CANADA,STEMCELL TECHNOLOGIES INCORPORATED
952,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,6622,Contract,JAPAN,SONY CORPORATION
953,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,2520,Contract,JAPAN,TAMAGAWA UNIVERSITY
954,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,269232,Contract,JAPAN,THE UNIVERSITY OF TOKYO
955,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,7365,Contract,JAPAN,"TORAY INDUSTRIES, INC."
956,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,8120,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
957,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,22129,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
958,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,11023,Contract,FRANCE,AIRBUS
959,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,11448,Contract,KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
960,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,9550,Contract,KOREA,KOREAN RESEARCH INSTITUTE FOR CHEMI
961,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,47775,Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
962,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,438,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
963,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,9773,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
964,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,2968,Contract,KOREA,KOREA INSTITUTE OF SCIENCE AND TECH
965,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,3111,Contract,ENGLAND,UNIVERSITY OF LEEDS
966,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,841,Contract,FRANCE,INSTITUT CATALÀ DE CIÈNCIES DEL CLI
967,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,348,Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
968,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,15520,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
969,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,2047,Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
970,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,32858,Contract,NORWAY,STATOIL PETROLEUM AS
971,00113100,California Institute of Technology,Pasadena,CA,2014-01-31,1388,Contract,DENMARK,NOVO NORDISK A/S
972,00113100,California Institute of Technology,Pasadena,CA,2014-02-03,546,Contract,GERMANY,HTW HOCHTEMPERATUR-WERKSTOFFE GMBH
973,00113100,California Institute of Technology,Pasadena,CA,2014-02-05,50,Monetary Gift,ENGLAND,Ms. Iva P. Rashkova
974,00113100,California Institute of Technology,Pasadena,CA,2014-02-05,805,Contract,FRANCE,"BUZZI, STEPHANE"
975,00113100,California Institute of Technology,Pasadena,CA,2014-02-05,193,Contract,ENGLAND,BBI SOLUTIONS OEM LTD
976,00113100,California Institute of Technology,Pasadena,CA,2014-02-05,382,Contract,CANADA,SELLECK CHEMICALS LLC
977,00113100,California Institute of Technology,Pasadena,CA,2014-02-06,5685,Contract,CANADA,TERAXION INC
978,00113100,California Institute of Technology,Pasadena,CA,2014-02-06,195,Contract,CANADA,NORPIX INC
979,00113100,California Institute of Technology,Pasadena,CA,2014-02-07,30,Monetary Gift,CANADA,Mr. Mike Atkinson
980,00113100,California Institute of Technology,Pasadena,CA,2014-02-07,335,Contract,GERMANY,SYNAPTIC SYSTEMS GMBH
981,00113100,California Institute of Technology,Pasadena,CA,2014-02-10,115,Contract,CANADA,SILICYCLE INC
982,00113100,California Institute of Technology,Pasadena,CA,2014-02-10,140,Contract,CANADA,NORCADA
983,00113100,California Institute of Technology,Pasadena,CA,2014-02-10,2148,Contract,CHINA,FOCTEK PHOTONICS INCORPORATED
984,00113100,California Institute of Technology,Pasadena,CA,2014-02-11,1007,Contract,CANADA,OZ OPTICS LIMITED
985,00113100,California Institute of Technology,Pasadena,CA,2014-02-11,1350,Contract,CANADA,OZ OPTICS LIMITED
986,00113100,California Institute of Technology,Pasadena,CA,2014-02-12,389,Contract,ENGLAND,ABCAM INCORPORATED
987,00113100,California Institute of Technology,Pasadena,CA,2014-02-12,105,Contract,CHINA,ZHONGNUO ADVANCED MATERIAL BEIJING
988,00113100,California Institute of Technology,Pasadena,CA,2014-02-12,39580,Contract,GERMANY,LUIGS AND NEUMANN GMBH
989,00113100,California Institute of Technology,Pasadena,CA,2014-02-12,798,Contract,CANADA,SILICYCLE INC
990,00113100,California Institute of Technology,Pasadena,CA,2014-02-12,1007,Contract,CANADA,OZ OPTICS LIMITED
991,00113100,California Institute of Technology,Pasadena,CA,2014-02-13,128000,Contract,ENGLAND,MICRON SEMICONDUCTOR LIMITED
992,00113100,California Institute of Technology,Pasadena,CA,2014-02-18,587,Contract,DENMARK,"ANDERSEN, DAN H"
993,00113100,California Institute of Technology,Pasadena,CA,2014-02-19,5304,Contract,ENGLAND,FMP EUROPE
994,00113100,California Institute of Technology,Pasadena,CA,2014-02-19,295,Contract,CANADA,SIGNALCHEM PHARMACEUTICALS INC
995,00113100,California Institute of Technology,Pasadena,CA,2014-02-20,500,Contract,JAPAN,ASAHI ELECTRIC INSTITUTE
996,00113100,California Institute of Technology,Pasadena,CA,2014-02-20,2041,Contract,GERMANY,RP ACOUSTICS
997,00113100,California Institute of Technology,Pasadena,CA,2014-02-20,91,Contract,CANADA,SELLECK CHEMICALS LLC
998,00113100,California Institute of Technology,Pasadena,CA,2014-02-20,2415,Contract,GERMANY,SCHOTT AG
999,00113100,California Institute of Technology,Pasadena,CA,2014-02-24,10000,Monetary Gift,JAPAN,The Okawa Foundation
1000,00113100,California Institute of Technology,Pasadena,CA,2014-02-24,220,Contract,GERMANY,JENA BIOSCIENCE GMBH
1001,00113100,California Institute of Technology,Pasadena,CA,2014-02-24,9440,Contract,CANADA,EXCELITAS CANADA INCORPORATED
1002,00113100,California Institute of Technology,Pasadena,CA,2014-02-25,500,Contract,CANADA,SIGNALCHEM PHARMACEUTICALS INC
1003,00113100,California Institute of Technology,Pasadena,CA,2014-02-26,21094,Contract,JAPAN,NEC Corporation
1004,00113100,California Institute of Technology,Pasadena,CA,2014-02-26,413,Contract,GERMANY,STRUCK INNOVATIVE SYSTEME
1005,00113100,California Institute of Technology,Pasadena,CA,2014-02-27,420,Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1006,00113100,California Institute of Technology,Pasadena,CA,2014-02-27,468,Contract,JAPAN,RIKEN BIORESOURCE CENTER
1007,00113100,California Institute of Technology,Pasadena,CA,2014-02-27,250,Monetary Gift,CANADA,"Dr. Kent R. Jennings, DABT"
1008,00113100,California Institute of Technology,Pasadena,CA,2014-02-27,500,Contract,CANADA,GENTEC ELECTRO OPTICS INCORPORATED
1009,00113100,California Institute of Technology,Pasadena,CA,2014-02-27,2080,Contract,CANADA,DORIC LENSES
1010,00113100,California Institute of Technology,Pasadena,CA,2014-02-27,2733,Contract,CANADA,SEASTAR CHEMICALS INC
1011,00113100,California Institute of Technology,Pasadena,CA,2014-02-27,1750,Contract,CANADA,NUVU CAMERAS INC
1012,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,112624,Contract,JAPAN,THE UNIVERSITY OF TOKYO
1013,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,5394,Contract,JAPAN,"TORAY INDUSTRIES, INC."
1014,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,461,Contract,FRANCE,INSTITUT CATALÀ DE CIÈNCIES DEL CLI
1015,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,8120,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1016,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,20984,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1017,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,19594,Contract,JAPAN,SONY CORPORATION
1018,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,4883,Contract,KOREA,KOREA INSTITUTE OF SCIENCE AND TECH
1019,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,6350,Contract,JAPAN,KISSEI COMTEC CO LTD
1020,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,9930,Contract,FRANCE,AIRBUS
1021,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,10147,Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
1022,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,12007,Contract,KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
1023,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,6861,Contract,KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD."
1024,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,82756,Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
1025,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,1590,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1026,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,1747,Contract,ENGLAND,UNIVERSITY OF LEEDS
1027,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,6829,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1028,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,5080,Contract,CHINA,SHANGHAI DREAM LASERS TECHNOLOGY CO
1029,00113100,California Institute of Technology,Pasadena,CA,2014-02-28,489,Contract,GERMANY,EMFRET ANALYTICS GMBH
1030,00113100,California Institute of Technology,Pasadena,CA,2014-03-01,7332,Contract,DENMARK,NOVO NORDISK A/S
1031,00113100,California Institute of Technology,Pasadena,CA,2014-03-01,22934,Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
1032,00113100,California Institute of Technology,Pasadena,CA,2014-03-01,319,Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
1033,00113100,California Institute of Technology,Pasadena,CA,2014-03-01,23083,Contract,NORWAY,STATOIL PETROLEUM AS
1034,00113100,California Institute of Technology,Pasadena,CA,2014-03-03,1312,Contract,CANADA,PHOTON CONTROL INC
1035,00113100,California Institute of Technology,Pasadena,CA,2014-03-04,294000,Contract,ENGLAND,MICRON SEMICONDUCTOR LIMITED
1036,00113100,California Institute of Technology,Pasadena,CA,2014-03-04,1224,Contract,CHINA,LIANYUNGANG LCP BIOMEDICINE RESEARC
1037,00113100,California Institute of Technology,Pasadena,CA,2014-03-05,1500,Contract,CANADA,SIGNALCHEM PHARMACEUTICALS INC
1038,00113100,California Institute of Technology,Pasadena,CA,2014-03-05,350,Contract,CANADA,POLYMER SOURCE INCORPORATED
1039,00113100,California Institute of Technology,Pasadena,CA,2014-03-05,360,Contract,CANADA,DIAMINOPHARM INC
1040,00113100,California Institute of Technology,Pasadena,CA,2014-03-07,1611,Contract,ENGLAND,TSL EDUCATION
1041,00113100,California Institute of Technology,Pasadena,CA,2014-03-07,50,Monetary Gift,CANADA,Mr. Thierry D. Faure
1042,00113100,California Institute of Technology,Pasadena,CA,2014-03-07,1280,Contract,GERMANY,CHROMOTEK GMBH
1043,00113100,California Institute of Technology,Pasadena,CA,2014-03-10,10644,Contract,CANADA,QUANSER
1044,00113100,California Institute of Technology,Pasadena,CA,2014-03-11,800,Contract,FRANCE,"LOUIS, CHRISTOPHE"
1045,00113100,California Institute of Technology,Pasadena,CA,2014-03-11,69,Contract,CANADA,SILICYCLE INC
1046,00113100,California Institute of Technology,Pasadena,CA,2014-03-11,365,Contract,GERMANY,CHROMOTEK GMBH
1047,00113100,California Institute of Technology,Pasadena,CA,2014-03-12,653,Contract,CANADA,Alentic Microscience
1048,00113100,California Institute of Technology,Pasadena,CA,2014-03-13,50,Monetary Gift,CANADA,Dr. Peter G. Miasek
1049,00113100,California Institute of Technology,Pasadena,CA,2014-03-13,1000,Contract,CANADA,NORCADA
1050,00113100,California Institute of Technology,Pasadena,CA,2014-03-14,5638,Contract,ENGLAND,FMP EUROPE
1051,00113100,California Institute of Technology,Pasadena,CA,2014-03-17,584,Contract,ENGLAND,"ORME, NIGEL"
1052,00113100,California Institute of Technology,Pasadena,CA,2014-03-17,100,Monetary Gift,JAPAN,Mr. Takeshi Tsuji
1053,00113100,California Institute of Technology,Pasadena,CA,2014-03-18,1199,Contract,ENGLAND,G23 INSTRUMENTS
1054,00113100,California Institute of Technology,Pasadena,CA,2014-03-18,750,Contract,ENGLAND,ANDREW TIMOTHY MACKAY
1055,00113100,California Institute of Technology,Pasadena,CA,2014-03-18,218,Contract,ENGLAND,INNOVA BIOSCIENCES LTD
1056,00113100,California Institute of Technology,Pasadena,CA,2014-03-18,5500,Contract,CHINA,SHANGHAI SICCAS HIGH TECHNOLOGY COR
1057,00113100,California Institute of Technology,Pasadena,CA,2014-03-19,5100,Contract,CHINA,SHANGHAI SICCAS HIGH TECHNOLOGY COR
1058,00113100,California Institute of Technology,Pasadena,CA,2014-03-19,138,Contract,GERMANY,PROGEN
1059,00113100,California Institute of Technology,Pasadena,CA,2014-03-19,1038,Contract,CANADA,SILICYCLE INC
1060,00113100,California Institute of Technology,Pasadena,CA,2014-03-20,1220,Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1061,00113100,California Institute of Technology,Pasadena,CA,2014-03-20,6624,Contract,CANADA,SELLECK CHEMICALS LLC
1062,00113100,California Institute of Technology,Pasadena,CA,2014-03-20,5100,Contract,CHINA,SHANGHAI SICCAS HIGH TECHNOLOGY COR
1063,00113100,California Institute of Technology,Pasadena,CA,2014-03-21,151,Contract,ENGLAND,LABCO LIMITED
1064,00113100,California Institute of Technology,Pasadena,CA,2014-03-21,665,Contract,GERMANY,"JULSETH, MARA JEAN"
1065,00113100,California Institute of Technology,Pasadena,CA,2014-03-24,1187,Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1066,00113100,California Institute of Technology,Pasadena,CA,2014-03-24,35,Contract,ENGLAND,APOLLO SCIENTIFIC LTD
1067,00113100,California Institute of Technology,Pasadena,CA,2014-03-26,10176,Contract,ENGLAND,TEKDATA INTERCONNECTIONS LIMITED
1068,00113100,California Institute of Technology,Pasadena,CA,2014-03-26,21462,Contract,DENMARK,UNISENSE
1069,00113100,California Institute of Technology,Pasadena,CA,2014-03-26,4409,Contract,GERMANY,"HENTSCHEL, ANN M"
1070,00113100,California Institute of Technology,Pasadena,CA,2014-03-26,300,Contract,GERMANY,"HENTSCHEL, KLAUS"
1071,00113100,California Institute of Technology,Pasadena,CA,2014-03-27,10620,Contract,ENGLAND,TTP LABTECH LTD
1072,00113100,California Institute of Technology,Pasadena,CA,2014-03-27,280574,Contract,FRANCE,COMPAGNIE INDUSTRIELLE DES LASERS
1073,00113100,California Institute of Technology,Pasadena,CA,2014-03-27,70,Contract,ENGLAND,APOLLO SCIENTIFIC LTD
1074,00113100,California Institute of Technology,Pasadena,CA,2014-03-28,1495,Contract,TAIWAN,SEMICONDUCTOR WAFER INC
1075,00113100,California Institute of Technology,Pasadena,CA,2014-03-28,891,Contract,CANADA,STEMCELL TECHNOLOGIES INCORPORATED
1076,00113100,California Institute of Technology,Pasadena,CA,2014-03-31,316,Contract,JAPAN,TAMAGAWA UNIVERSITY
1077,00113100,California Institute of Technology,Pasadena,CA,2014-03-31,7276,Contract,JAPAN,"TORAY INDUSTRIES, INC."
1078,00113100,California Institute of Technology,Pasadena,CA,2014-03-31,524,Contract,FRANCE,INSTITUT CATALÀ DE CIÈNCIES DEL CLI
1079,00113100,California Institute of Technology,Pasadena,CA,2014-03-31,20584,Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
