SCL_UNITID	SCL_NAME	SCL_DIVISION	SCL_SUBDIVISION	SCL_CONFERENCE	SCL_HBCU	SCL_PRIVATE	SPORT	FED_RATE	ASR
132657	Lynn University	2	0	Sunshine State Conference	2	1	WSO	65	100
132657	Lynn University	2	0	Sunshine State Conference	2	1	WBB	60	83
132657	Lynn University	2	0	Sunshine State Conference	2	1	WTE	25	70
133492	Eckerd College	2	0	Sunshine State Conference	2	1	MBA	100	93
133492	Eckerd College	2	0	Sunshine State Conference	2	1	WTE	50	100
133492	Eckerd College	2	0	Sunshine State Conference	2	1	WSO	100	91
133492	Eckerd College	2	0	Sunshine State Conference	2	1	WVB	70	93
133492	Eckerd College	2	0	Sunshine State Conference	2	1	MGO	100	82
133492	Eckerd College	2	0	Sunshine State Conference	2	1	WBB	30	91
133492	Eckerd College	2	0	Sunshine State Conference	2	1	MSO	71	81
133492	Eckerd College	2	0	Sunshine State Conference	2	1	MBB	71	87
133492	Eckerd College	2	0	Sunshine State Conference	2	1	MTE	100	100
133492	Eckerd College	2	0	Sunshine State Conference	2	1	WSB	100	93
133492	Eckerd College	2	0	Sunshine State Conference	2	1	WGO	-99	100
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	MTR	67	80
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	MBA	65	88
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	WBB	56	88
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	MBB	60	93
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	WSO	72	100
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	WTE	100	100
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	MSO	64	87
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	WTR	40	100
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	MTE	83	80
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	WVB	91	87
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	WSB	80	100
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	MGO	56	90
133711	Flagler College-St Augustine	2	0	Peach Belt Conference	2	1	WGO	100	100
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	MFB	-99	0
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WTR	86	100
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	MBB	50	75
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WSB	29	81
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	MSO	31	78
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WCR	100	88
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	MGO	86	94
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WVB	42	73
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	MNO	33	69
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WSO	74	84
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WTE	100	100
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	MBA	58	78
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WGO	50	86
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	MTR	83	82
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	MTE	63	95
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WBB	70	82
133881	Florida Institute of Technology	2	0	Sunshine State Conference	2	1	WNO	-99	100
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	MGO	57	88
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	MSW	25	78
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	MBA	30	67
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	WSO	67	89
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	MTE	71	94
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	WTE	40	83
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	MLA	0	71
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	MSO	56	96
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	WGO	75	100
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	WVB	75	94
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	MBB	75	81
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	WBB	40	100
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	WSW	33	85
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	MTR	50	82
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	WTR	67	83
134079	Florida Southern College	2	0	Sunshine State Conference	2	1	WSB	70	89
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WGO	75	100
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	MBB	55	92
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	MSW	-99	100
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	MSO	53	83
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WSO	45	90
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	MTR	40	58
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WCR	67	78
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WTE	29	89
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	MGO	50	83
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WTR	55	83
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WSW	-99	100
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WVB	100	100
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	MBA	11	62
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WSB	64	100
136215	Nova Southeastern University	2	0	Sunshine State Conference	2	1	WBB	60	81
136330	Palm Beach Atlantic University	2	0	Independent	2	1	MSO	75	74
136330	Palm Beach Atlantic University	2	0	Independent	2	1	WTE	40	100
136330	Palm Beach Atlantic University	2	0	Independent	2	1	WTR	25	75
136330	Palm Beach Atlantic University	2	0	Independent	2	1	MTR	0	-99
136330	Palm Beach Atlantic University	2	0	Independent	2	1	MTE	100	91
136330	Palm Beach Atlantic University	2	0	Independent	2	1	MBA	42	85
136330	Palm Beach Atlantic University	2	0	Independent	2	1	WBB	67	100
136330	Palm Beach Atlantic University	2	0	Independent	2	1	MBB	18	69
136330	Palm Beach Atlantic University	2	0	Independent	2	1	WSO	71	95
136330	Palm Beach Atlantic University	2	0	Independent	2	1	WVB	71	94
136330	Palm Beach Atlantic University	2	0	Independent	2	1	WSB	62	94
136950	Rollins College	2	0	Sunshine State Conference	2	1	WBB	57	100
136950	Rollins College	2	0	Sunshine State Conference	2	1	WNO	100	91
136950	Rollins College	2	0	Sunshine State Conference	2	1	MLA	67	93
136950	Rollins College	2	0	Sunshine State Conference	2	1	WVB	91	93
136950	Rollins College	2	0	Sunshine State Conference	2	1	MTR	50	100
136950	Rollins College	2	0	Sunshine State Conference	2	1	WCR	80	91
136950	Rollins College	2	0	Sunshine State Conference	2	1	WLA	60	94
136950	Rollins College	2	0	Sunshine State Conference	2	1	MTE	78	94
136950	Rollins College	2	0	Sunshine State Conference	2	1	MSW	100	100
136950	Rollins College	2	0	Sunshine State Conference	2	1	MGO	80	92
136950	Rollins College	2	0	Sunshine State Conference	2	1	WSB	50	93
136950	Rollins College	2	0	Sunshine State Conference	2	1	MBB	50	69
136950	Rollins College	2	0	Sunshine State Conference	2	1	WSW	50	100
136950	Rollins College	2	0	Sunshine State Conference	2	1	MBA	56	91
136950	Rollins College	2	0	Sunshine State Conference	2	1	WGO	100	91
136950	Rollins College	2	0	Sunshine State Conference	2	1	MSO	56	79
136950	Rollins College	2	0	Sunshine State Conference	2	1	WTE	83	100
136950	Rollins College	2	0	Sunshine State Conference	2	1	WSO	64	96
136950	Rollins College	2	0	Sunshine State Conference	2	1	MNO	0	91
136950	Rollins College	2	0	Sunshine State Conference	2	1	WTR	43	91
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	WVB	77	93
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	MBB	55	75
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	WBB	54	88
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	WTE	75	100
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	WSB	85	100
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	MTE	75	86
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	MGO	71	83
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	MLA	50	80
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	WSW	75	88
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	WTR	100	83
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	MBA	40	71
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	WSO	59	100
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	WGO	43	90
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	MSW	50	60
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	MTR	83	86
137032	Saint Leo University	2	0	Sunshine State Conference	2	1	MSO	63	74
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WCR	-99	100
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WVB	75	93
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	MLA	-99	50
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WGO	-99	100
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WBB	60	91
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	MBB	80	76
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WSB	100	100
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	MSW	83	82
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WSW	73	100
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WTR	91	94
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WSO	65	93
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	WTE	75	83
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	MBA	50	60
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	MGO	50	67
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	MSO	55	63
137847	The University of Tampa	2	0	Sunshine State Conference	2	1	MTR	88	100
138354	The University of West Florida	2	0	Gulf South Conference	2	0	MTR	53	65
138354	The University of West Florida	2	0	Gulf South Conference	2	0	WTE	70	86
138354	The University of West Florida	2	0	Gulf South Conference	2	0	MBB	33	35
138354	The University of West Florida	2	0	Gulf South Conference	2	0	WSB	45	77
138354	The University of West Florida	2	0	Gulf South Conference	2	0	WTR	39	61
138354	The University of West Florida	2	0	Gulf South Conference	2	0	MTE	30	63
138354	The University of West Florida	2	0	Gulf South Conference	2	0	WVB	33	83
138354	The University of West Florida	2	0	Gulf South Conference	2	0	WBB	60	59
138354	The University of West Florida	2	0	Gulf South Conference	2	0	MSO	44	62
138354	The University of West Florida	2	0	Gulf South Conference	2	0	WGO	40	63
138354	The University of West Florida	2	0	Gulf South Conference	2	0	MBA	52	70
138354	The University of West Florida	2	0	Gulf South Conference	2	0	MGO	57	91
138354	The University of West Florida	2	0	Gulf South Conference	2	0	WSO	59	81
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	MBB	36	50
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	WVB	60	94
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	WSB	62	89
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	WTR	55	69
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	MTR	54	75
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	WTE	60	83
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	WBB	59	93
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	MBA	50	71
138716	Albany State University	2	0	Southern Intercol. Ath. Conf.	1	0	MFB	36	45
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	WGO	50	100
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	MTE	40	57
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	MTR	-99	100
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	WVB	64	86
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	MBB	33	60
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	WSB	60	80
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	WBB	29	73
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	MBA	36	73
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	MGO	17	45
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	WTE	75	100
138789	Armstrong Atlantic State University	2	0	Peach Belt Conference	2	0	WSO	63	81
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	MBB	13	44
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	MBA	33	24
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	WVB	56	60
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	MTR	53	79
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	MFB	30	29
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	WSB	45	52
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	WTR	50	48
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	WTE	71	89
138947	Clark Atlanta University	2	0	Southern Intercol. Ath. Conf.	1	1	WBB	25	57
138983	Augusta State University	2	0	Peach Belt Conference	2	0	MBB	40	47
138983	Augusta State University	2	0	Peach Belt Conference	2	0	WBB	38	50
138983	Augusta State University	2	0	Peach Belt Conference	2	0	MTR	-99	0
138983	Augusta State University	2	0	Peach Belt Conference	2	0	WTR	73	77
138983	Augusta State University	2	0	Peach Belt Conference	2	0	WVB	50	58
138983	Augusta State University	2	0	Peach Belt Conference	2	0	MGO	75	82
138983	Augusta State University	2	0	Peach Belt Conference	2	0	WSB	79	79
138983	Augusta State University	2	0	Peach Belt Conference	2	0	MBA	42	48
138983	Augusta State University	2	0	Peach Belt Conference	2	0	WGO	60	78
138983	Augusta State University	2	0	Peach Belt Conference	2	0	MTE	100	91
138983	Augusta State University	2	0	Peach Belt Conference	2	0	WTE	75	75
139311	Clayton  State University	2	0	Peach Belt Conference	2	0	MSO	37	38
139311	Clayton  State University	2	0	Peach Belt Conference	2	0	WTE	50	67
139311	Clayton  State University	2	0	Peach Belt Conference	2	0	WBB	-99	38
139311	Clayton  State University	2	0	Peach Belt Conference	2	0	WTR	50	53
139311	Clayton  State University	2	0	Peach Belt Conference	2	0	MGO	9	50
139311	Clayton  State University	2	0	Peach Belt Conference	2	0	MBB	75	39
139311	Clayton  State University	2	0	Peach Belt Conference	2	0	MTR	13	40
139311	Clayton  State University	2	0	Peach Belt Conference	2	0	WSO	25	54
139366	Columbus State University	2	0	Peach Belt Conference	2	0	MTE	50	80
139366	Columbus State University	2	0	Peach Belt Conference	2	0	MGO	33	54
139366	Columbus State University	2	0	Peach Belt Conference	2	0	MTR	60	77
139366	Columbus State University	2	0	Peach Belt Conference	2	0	XRI	-99	50
139366	Columbus State University	2	0	Peach Belt Conference	2	0	WGO	-99	0
139366	Columbus State University	2	0	Peach Belt Conference	2	0	WBB	33	67
139366	Columbus State University	2	0	Peach Belt Conference	2	0	WSO	39	45
139366	Columbus State University	2	0	Peach Belt Conference	2	0	WSB	45	100
139366	Columbus State University	2	0	Peach Belt Conference	2	0	MBA	50	78
139366	Columbus State University	2	0	Peach Belt Conference	2	0	MBB	67	50
139366	Columbus State University	2	0	Peach Belt Conference	2	0	WTE	100	100
139366	Columbus State University	2	0	Peach Belt Conference	2	0	WTR	50	50
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	WVB	57	67
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	WBB	45	55
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	MTR	54	67
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	WTR	71	83
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	WTE	67	58
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	MTE	25	63
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	WSB	67	63
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	MFB	29	27
139719	Fort Valley State University	2	0	Southern Intercol. Ath. Conf.	1	0	MBB	33	38
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	WTR	50	57
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	MBA	44	46
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	WSO	43	62
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	WVB	100	-99
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	WGO	0	-99
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	MBB	75	47
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	MGO	38	64
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	WTE	86	100
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	MTE	20	45
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	WBB	80	68
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	WSB	47	73
139764	Georgia Southwestern State University	2	0	Peach Belt Conference	2	0	MSO	71	59
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	WTE	60	75
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	MTE	67	86
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	WTR	77	100
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	MBA	56	70
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	WBB	73	63
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	MBB	56	74
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	MTR	93	83
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	WSO	78	93
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	MGO	100	92
139861	Georgia College and State University	2	0	Peach Belt Conference	2	0	WSB	69	81
140553	Morehouse College	2	0	Southern Intercol. Ath. Conf.	1	1	MTE	88	100
140553	Morehouse College	2	0	Southern Intercol. Ath. Conf.	1	1	MGO	57	70
140553	Morehouse College	2	0	Southern Intercol. Ath. Conf.	1	1	MTR	67	79
140553	Morehouse College	2	0	Southern Intercol. Ath. Conf.	1	1	MBB	33	59
140553	Morehouse College	2	0	Southern Intercol. Ath. Conf.	1	1	MBA	82	89
140553	Morehouse College	2	0	Southern Intercol. Ath. Conf.	1	1	MFB	43	62
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	WGO	-99	100
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	WTR	65	89
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	MGO	-99	100
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	MTR	60	-99
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	MBA	59	83
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	WTE	100	100
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	WSB	71	95
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	MTE	60	100
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	WSO	70	97
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	XRI	75	80
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	MSO	54	71
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	WBB	38	100
140669	University of North Georgia	2	0	Peach Belt Conference	2	0	MBB	71	58
140720	Paine College	2	0	Southern Intercol. Ath. Conf.	1	1	MGO	0	13
140720	Paine College	2	0	Southern Intercol. Ath. Conf.	1	1	WSB	33	56
140720	Paine College	2	0	Southern Intercol. Ath. Conf.	1	1	WVB	40	100
140720	Paine College	2	0	Southern Intercol. Ath. Conf.	1	1	MTR	25	22
140720	Paine College	2	0	Southern Intercol. Ath. Conf.	1	1	MBA	31	30
140720	Paine College	2	0	Southern Intercol. Ath. Conf.	1	1	WTR	20	33
140720	Paine College	2	0	Southern Intercol. Ath. Conf.	1	1	WBB	35	69
140720	Paine College	2	0	Southern Intercol. Ath. Conf.	1	1	MBB	44	43
140988	Shorter University	2	0	Gulf South Conference	2	1	MSO	43	63
140988	Shorter University	2	0	Gulf South Conference	2	1	MBB	58	69
140988	Shorter University	2	0	Gulf South Conference	2	1	WBB	69	92
140988	Shorter University	2	0	Gulf South Conference	2	1	WGO	20	100
140988	Shorter University	2	0	Gulf South Conference	2	1	WSB	56	78
140988	Shorter University	2	0	Gulf South Conference	2	1	MTR	40	52
140988	Shorter University	2	0	Gulf South Conference	2	1	MFB	49	53
140988	Shorter University	2	0	Gulf South Conference	2	1	WTE	50	71
140988	Shorter University	2	0	Gulf South Conference	2	1	WVB	86	100
140988	Shorter University	2	0	Gulf South Conference	2	1	MTE	38	42
140988	Shorter University	2	0	Gulf South Conference	2	1	MBA	37	58
140988	Shorter University	2	0	Gulf South Conference	2	1	WSO	76	94
140988	Shorter University	2	0	Gulf South Conference	2	1	MGO	30	38
140988	Shorter University	2	0	Gulf South Conference	2	1	WTR	56	75
141264	Valdosta State University	2	0	Gulf South Conference	2	0	MFB	30	39
141264	Valdosta State University	2	0	Gulf South Conference	2	0	WBB	50	80
141264	Valdosta State University	2	0	Gulf South Conference	2	0	WSB	86	83
141264	Valdosta State University	2	0	Gulf South Conference	2	0	WVB	70	79
141264	Valdosta State University	2	0	Gulf South Conference	2	0	WTR	57	83
141264	Valdosta State University	2	0	Gulf South Conference	2	0	MBA	29	45
141264	Valdosta State University	2	0	Gulf South Conference	2	0	MTE	100	90
141264	Valdosta State University	2	0	Gulf South Conference	2	0	WTE	100	80
141264	Valdosta State University	2	0	Gulf South Conference	2	0	MBB	0	3
141264	Valdosta State University	2	0	Gulf South Conference	2	0	MTR	64	69
141264	Valdosta State University	2	0	Gulf South Conference	2	0	MGO	100	80
141334	University of West Georgia	2	0	Gulf South Conference	2	0	WBB	50	54
141334	University of West Georgia	2	0	Gulf South Conference	2	0	WTE	100	100
141334	University of West Georgia	2	0	Gulf South Conference	2	0	MGO	75	54
141334	University of West Georgia	2	0	Gulf South Conference	2	0	MBA	30	53
141334	University of West Georgia	2	0	Gulf South Conference	2	0	WVB	20	60
141334	University of West Georgia	2	0	Gulf South Conference	2	0	WSB	65	78
141334	University of West Georgia	2	0	Gulf South Conference	2	0	MBB	60	44
141334	University of West Georgia	2	0	Gulf South Conference	2	0	WSO	81	92
141334	University of West Georgia	2	0	Gulf South Conference	2	0	MTR	27	47
141334	University of West Georgia	2	0	Gulf South Conference	2	0	WTR	50	83
141334	University of West Georgia	2	0	Gulf South Conference	2	0	MFB	40	45
141334	University of West Georgia	2	0	Gulf South Conference	2	0	WGO	56	67
141361	Young Harris College	2	0	Peach Belt Conference	2	1	MBA	-99	100
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	WVB	42	89
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	WSB	44	65
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	MGO	100	67
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	MBB	0	25
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	WSO	60	85
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	WBB	50	75
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	MTR	56	100
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	WTR	50	60
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	MWP	50	-99
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	WTE	80	100
141486	Chaminade University of Honolulu	2	0	Pacific West Conference	2	1	MSO	22	83
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	WBB	75	80
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	MBA	60	77
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	WVB	33	70
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	MTE	60	78
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	WSO	27	61
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	MBB	0	47
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	WTR	60	75
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	WTE	67	88
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	WGO	75	75
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	WSB	65	72
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	MGO	38	64
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	MTR	67	-99
141565	University of Hawaii at Hilo	2	0	Pacific West Conference	2	0	MSO	16	45
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	MBA	35	59
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	WTE	80	92
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	WGO	100	100
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	WVB	15	58
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	WTR	56	78
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	MGO	17	75
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	MSO	57	70
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	WBB	45	67
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	MTR	60	71
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	MBB	17	37
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	WSO	24	42
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	WSB	83	79
141644	Hawaii Pacific University	2	0	Pacific West Conference	2	1	MTE	38	69
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	WSO	54	95
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	WSB	60	80
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	MBA	39	57
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	WTR	71	92
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	MBB	50	80
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	MGO	83	86
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	WBB	64	85
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	WVB	48	78
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	MSO	27	47
142461	Northwest Nazarene University	2	0	Great Northwest Athletic Conference	2	1	MTR	64	74
146612	Lewis University	2	0	Great Lakes Valley Conference	2	1	MSO	74	84
146612	Lewis University	2	0	Great Lakes Valley Conference	2	1	WTR	81	95
146612	Lewis University	2	0	Great Lakes Valley Conference	2	1	MBA	88	91
146612	Lewis University	2	0	Great Lakes Valley Conference	2	1	MSW	74	86
146612	Lewis University	2	0	Great Lakes Valley Conference	2	1	MTR	71	85
146612	Lewis University	2	0	Great Lakes Valley Conference	2	1	MBB	57	75
